ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction
108114,Female,7,First-time,Economy,849,0,0,2,2,5,2,2,3,2,2,2,2,5,2,4,Neutral or Dissatisfied
108115,Male,46,Returning,Business,2139,0,0,2,2,5,4,2,4,4,4,4,3,4,4,4,Satisfied
108116,Female,38,Returning,Business,1166,1,0,5,3,3,5,3,5,5,5,4,2,5,5,5,Satisfied
108117,Female,36,Returning,Business,3340,0,0,5,4,3,4,4,4,4,5,4,5,4,4,4,Satisfied
108119,Male,53,Returning,Business,3913,0,0,3,3,4,2,3,2,2,2,3,1,2,2,2,Neutral or Dissatisfied
108121,Female,49,Returning,Business,997,0,0,1,1,5,4,1,3,4,3,5,3,3,3,3,Satisfied
108122,Female,45,Returning,Business,997,0,0,5,5,5,4,5,5,4,5,4,3,5,5,5,Satisfied
108123,Male,50,Returning,Business,2204,0,4,2,2,4,5,2,2,4,2,5,5,2,2,2,Satisfied
108124,Female,14,First-time,Economy,1105,0,0,5,5,5,5,3,3,3,2,3,3,5,3,5,Satisfied
108127,Female,17,Returning,Business,3550,1,1,3,3,4,2,3,4,2,4,2,2,4,2,3,Neutral or Dissatisfied
108129,Male,59,Returning,Economy,990,0,0,3,3,3,3,3,3,3,2,3,3,4,3,4,Neutral or Dissatisfied
108132,Female,49,First-time,Economy,1105,0,0,4,4,4,4,3,4,1,3,5,5,4,5,3,Neutral or Dissatisfied
108134,Male,46,Returning,Business,1166,0,0,5,5,1,3,5,3,4,3,2,4,3,3,3,Neutral or Dissatisfied
108136,Male,25,Returning,Business,1166,0,0,5,5,3,2,5,4,1,1,1,1,3,1,3,Neutral or Dissatisfied
108137,Female,29,Returning,Business,849,0,0,3,3,4,3,3,4,3,4,3,3,3,3,3,Neutral or Dissatisfied
108139,Male,55,First-time,Economy,597,5,0,4,1,2,1,3,1,3,3,3,3,4,3,5,Neutral or Dissatisfied
108141,Male,46,Returning,Business,766,2,0,1,1,4,3,1,3,3,3,4,1,3,3,3,Neutral or Dissatisfied
108142,Male,80,Returning,Business,705,6,2,5,5,1,2,5,3,1,3,1,1,3,3,3,Neutral or Dissatisfied
108143,Female,50,First-time,Economy,705,5,5,3,3,1,3,4,2,2,1,2,2,3,2,4,Neutral or Dissatisfied
108146,Male,36,Returning,Business,1712,0,0,1,1,4,3,1,5,1,5,4,3,5,5,5,Satisfied
108147,Female,48,Returning,Business,2040,4,0,1,1,5,2,1,5,5,5,2,4,5,5,5,Satisfied
108149,Female,8,Returning,Economy,997,10,0,3,4,2,4,3,4,1,1,1,1,1,1,5,Neutral or Dissatisfied
108152,Male,28,Returning,Economy,1166,0,0,3,1,1,1,4,4,2,2,2,2,4,2,2,Neutral or Dissatisfied
108155,Male,15,Returning,Economy,997,0,0,3,3,1,3,3,3,5,4,3,3,4,3,4,Neutral or Dissatisfied
108159,Female,54,Returning,Economy,1166,0,1,1,0,1,2,2,3,3,0,2,5,3,3,3,Neutral or Dissatisfied
108160,Female,46,Returning,Economy,1105,0,3,4,0,1,4,3,1,4,0,4,2,1,1,1,Satisfied
108165,Male,66,Returning,Economy,1105,1,1,5,4,2,4,4,3,1,3,1,1,3,1,1,Neutral or Dissatisfied
108166,Female,39,Returning,Economy,990,5,0,4,4,3,4,1,5,1,4,4,4,4,4,4,Neutral or Dissatisfied
108168,Male,47,Returning,Economy,1166,0,0,5,4,5,4,5,5,4,3,4,4,5,4,3,Neutral or Dissatisfied
108169,Female,50,Returning,Economy,1166,5,0,1,5,2,2,2,4,3,5,1,2,4,4,4,Neutral or Dissatisfied
108171,Female,55,Returning,Economy,990,0,1,4,4,5,4,3,1,5,4,5,4,1,1,1,Neutral or Dissatisfied
108172,Male,36,Returning,Economy,990,5,0,5,4,5,4,3,5,2,5,2,2,5,2,4,Neutral or Dissatisfied
108173,Male,67,Returning,Economy,997,0,0,4,5,5,5,2,3,2,4,2,2,5,2,5,Satisfied
108174,Female,45,Returning,Economy,990,0,6,5,4,3,4,4,2,5,4,3,4,2,2,2,Neutral or Dissatisfied
108175,Female,10,Returning,Economy,990,2,0,5,2,4,2,4,5,4,3,4,4,4,4,4,Neutral or Dissatisfied
108176,Female,13,Returning,Economy,1105,0,7,1,1,3,1,4,1,1,5,1,1,3,1,3,Neutral or Dissatisfied
108178,Female,19,Returning,Economy,990,0,0,5,2,3,2,2,3,3,2,3,3,4,3,5,Neutral or Dissatisfied
108180,Male,51,Returning,Economy,1105,8,3,2,1,2,1,4,1,4,5,4,4,4,4,4,Neutral or Dissatisfied
108182,Male,56,Returning,Economy,990,1,1,5,3,3,3,3,3,3,4,3,3,4,3,5,Neutral or Dissatisfied
108193,Male,55,Returning,Business,1624,0,0,4,4,5,5,4,5,5,5,3,4,5,5,5,Satisfied
108195,Female,41,Returning,Economy Plus,990,3,0,3,3,3,3,3,3,3,3,4,2,3,3,3,Neutral or Dissatisfied
108198,Male,22,Returning,Economy Plus,705,4,0,3,3,2,4,3,3,4,3,4,4,1,4,2,Satisfied
108199,Female,54,Returning,Economy Plus,590,10,7,2,1,2,1,2,4,3,4,4,3,4,4,4,Satisfied
108201,Male,28,Returning,Economy Plus,1166,7,0,3,0,3,0,3,2,4,1,1,1,3,1,3,Satisfied
108203,Male,54,Returning,Economy Plus,990,2,0,5,1,5,1,2,4,1,5,1,1,5,1,4,Neutral or Dissatisfied
108205,Female,43,Returning,Business,3067,0,0,4,4,4,4,4,4,4,4,4,2,4,4,4,Satisfied
108208,Male,40,Returning,Economy,777,5,0,2,4,2,1,4,1,1,1,1,1,3,1,3,Neutral or Dissatisfied
108210,Female,26,First-time,Economy,777,0,0,3,3,1,3,3,3,1,3,1,1,2,1,2,Neutral or Dissatisfied
108211,Female,26,First-time,Business,777,0,0,5,5,4,5,4,4,3,4,1,1,5,1,5,Satisfied
108212,Male,25,Returning,Business,777,0,0,2,2,3,2,2,1,2,2,2,2,3,2,3,Neutral or Dissatisfied
108215,Male,53,Returning,Economy,777,0,0,5,5,4,2,5,2,2,1,2,2,4,2,3,Neutral or Dissatisfied
108216,Male,57,First-time,Business,777,0,0,5,5,5,5,2,3,2,2,2,2,5,2,4,Satisfied
108218,Male,33,Returning,Economy,777,6,0,5,1,4,1,5,3,1,4,1,1,4,1,5,Neutral or Dissatisfied
108220,Male,26,Returning,Economy,777,0,0,4,4,4,4,3,3,1,3,1,1,5,1,5,Neutral or Dissatisfied
108221,Female,46,Returning,Economy,777,2,8,4,3,5,4,3,5,5,3,5,4,5,5,5,Neutral or Dissatisfied
108224,Male,46,Returning,Business,2871,9,0,4,1,2,4,4,3,3,3,2,2,3,3,3,Neutral or Dissatisfied
108227,Male,24,First-time,Business,895,0,0,5,0,5,0,4,5,3,2,3,3,4,3,4,Satisfied
108229,Male,40,Returning,Business,895,0,7,5,5,5,4,5,5,4,5,3,3,5,5,5,Satisfied
108230,Female,43,Returning,Business,3328,0,6,2,2,5,4,2,4,5,4,3,4,4,4,4,Satisfied
108233,Female,42,Returning,Business,895,7,0,4,4,4,5,4,5,5,5,5,5,5,5,5,Satisfied
108234,Male,31,Returning,Business,3991,0,0,2,2,3,2,2,4,2,5,2,2,4,2,4,Satisfied
108238,Male,57,Returning,Business,2449,5,5,1,1,4,4,1,4,5,4,4,4,4,4,4,Satisfied
108239,Female,64,Returning,Business,895,5,2,1,1,5,5,1,5,5,5,5,5,5,5,5,Satisfied
108241,Female,56,Returning,Business,1682,10,5,1,4,4,5,1,5,5,5,5,5,5,5,5,Satisfied
108242,Female,27,Returning,Business,895,6,9,5,5,4,1,5,4,1,5,1,1,4,1,4,Neutral or Dissatisfied
108243,Female,32,First-time,Business,895,10,2,1,1,3,1,3,5,2,2,2,2,4,2,5,Neutral or Dissatisfied
108244,Male,23,First-time,Economy,895,9,2,1,1,1,1,4,3,3,2,3,3,3,3,4,Neutral or Dissatisfied
108245,Male,28,Returning,Business,895,0,0,2,4,5,3,4,5,3,2,3,3,4,3,4,Satisfied
108247,Male,27,First-time,Business,895,5,2,5,5,5,5,4,3,4,3,4,4,4,4,5,Satisfied
108248,Male,55,Returning,Business,2152,8,4,1,4,3,5,4,3,4,3,3,2,3,3,3,Satisfied
108251,Female,12,First-time,Economy,895,4,6,2,2,2,2,4,4,2,2,2,2,3,2,3,Neutral or Dissatisfied
108253,Male,64,Returning,Business,2660,0,0,2,2,3,5,2,5,5,5,4,2,5,5,5,Satisfied
108254,Female,22,Returning,Business,895,0,0,3,3,5,2,3,5,2,4,2,2,5,2,5,Satisfied
108257,Male,22,Returning,Business,895,0,0,4,4,4,3,4,4,3,3,3,3,3,3,4,Neutral or Dissatisfied
108260,Female,47,Returning,Economy,495,0,3,2,2,1,1,2,5,1,5,4,5,5,5,5,Satisfied
108263,Male,57,First-time,Economy,495,0,0,2,2,2,2,3,1,2,1,2,2,4,2,4,Neutral or Dissatisfied
108265,Male,49,Returning,Economy,495,10,0,3,3,4,4,3,1,4,3,4,4,5,4,2,Satisfied
108266,Male,48,Returning,Economy,895,0,0,4,5,4,5,1,1,3,3,3,3,5,3,3,Satisfied
108267,Male,67,Returning,Economy,895,0,5,4,2,3,2,1,4,3,4,3,3,2,3,1,Neutral or Dissatisfied
108268,Female,12,Returning,Economy,895,2,0,5,3,5,3,3,3,2,2,2,2,4,2,4,Neutral or Dissatisfied
108271,Female,7,Returning,Economy,895,1,0,4,3,2,3,3,1,3,1,3,3,3,3,4,Neutral or Dissatisfied
108274,Male,14,Returning,Economy,895,9,0,4,2,1,2,3,2,1,2,1,1,4,1,2,Neutral or Dissatisfied
108275,Male,64,Returning,Economy,895,1,0,5,1,4,1,1,4,4,4,4,4,5,4,4,Neutral or Dissatisfied
108277,Female,68,Returning,Economy,895,0,0,3,2,4,4,3,5,4,2,4,4,5,5,5,Neutral or Dissatisfied
108280,Male,8,Returning,Economy,895,5,6,5,4,3,4,3,3,4,4,4,4,4,4,5,Neutral or Dissatisfied
108282,Female,55,Returning,Business,2127,1,0,4,4,5,5,4,4,4,4,3,4,4,4,4,Satisfied
108283,Male,15,Returning,Economy Plus,895,0,0,5,2,4,2,3,3,4,2,4,4,5,4,4,Neutral or Dissatisfied
108284,Male,56,Returning,Business,1855,8,0,1,1,5,4,1,3,4,3,4,2,3,3,3,Satisfied
108287,Male,12,First-time,Economy,1288,0,0,3,3,4,3,5,3,2,5,2,2,5,2,5,Neutral or Dissatisfied
108289,Female,41,Returning,Business,1838,0,0,5,5,2,4,5,1,4,1,2,3,1,1,1,Neutral or Dissatisfied
108291,Male,19,First-time,Economy,1075,2,0,4,4,5,4,3,4,4,4,4,4,4,4,4,Satisfied
108297,Male,38,Returning,Business,1750,3,0,1,1,4,4,1,4,5,4,5,4,4,4,4,Satisfied
108298,Male,25,Returning,Business,1750,0,0,1,1,4,5,1,5,5,2,5,5,4,5,3,Satisfied
108306,Female,25,First-time,Business,1750,0,0,5,5,4,5,4,4,3,4,3,3,4,3,5,Satisfied
108312,Male,30,First-time,Business,1325,4,0,5,5,5,5,3,4,4,2,4,4,4,4,4,Satisfied
108314,Female,29,Returning,Business,1750,0,0,5,5,4,5,5,5,5,5,5,5,5,5,4,Satisfied
108315,Female,35,Returning,Business,1728,0,6,4,4,4,2,4,2,4,2,2,3,2,2,2,Neutral or Dissatisfied
108316,Male,35,Returning,Business,1750,2,0,3,2,3,4,3,5,5,5,4,5,5,5,5,Satisfied
108318,Female,34,Returning,Business,1750,0,0,3,3,4,4,3,4,4,4,3,3,4,4,4,Satisfied
108319,Male,48,Returning,Business,1750,0,2,5,5,4,3,5,5,4,5,3,5,5,5,5,Satisfied
108320,Male,49,Returning,Business,1750,1,0,2,2,3,5,2,4,4,4,3,4,4,4,4,Satisfied
108321,Male,22,First-time,Economy,984,4,0,2,2,2,2,3,2,5,3,5,5,3,5,3,Neutral or Dissatisfied
108324,Female,55,Returning,Economy,1855,2,0,1,1,4,2,1,2,3,2,4,3,2,2,2,Neutral or Dissatisfied
108327,Female,44,Returning,Business,1706,6,0,2,2,5,4,2,4,4,5,5,2,4,4,4,Satisfied
108329,Male,58,Returning,Economy,1790,6,10,4,5,3,2,4,1,2,5,2,2,3,2,2,Neutral or Dissatisfied
108331,Female,41,Returning,Business,1728,3,0,5,5,5,5,5,3,4,2,5,2,3,3,3,Satisfied
108333,Female,27,First-time,Business,1844,6,5,2,2,4,2,1,3,1,2,1,1,4,1,5,Neutral or Dissatisfied
108338,Male,59,Returning,Business,1855,0,0,4,4,3,3,4,5,4,5,4,5,5,5,5,Satisfied
108339,Male,48,Returning,Economy,1855,0,0,2,1,2,4,2,1,4,3,4,4,2,4,3,Neutral or Dissatisfied
108341,Female,47,Returning,Business,1706,3,0,4,1,2,2,4,2,4,2,3,3,2,2,2,Neutral or Dissatisfied
108342,Male,28,First-time,Economy,1288,7,7,2,2,2,2,3,4,2,3,5,5,3,5,3,Neutral or Dissatisfied
108345,Female,59,Returning,Economy,1706,0,0,3,3,1,4,3,2,4,2,4,3,2,2,2,Neutral or Dissatisfied
108346,Female,23,Returning,Business,1750,0,0,1,1,3,5,1,3,5,2,5,5,5,5,3,Satisfied
108347,Male,32,Returning,Business,1750,0,0,5,4,4,1,5,1,1,1,1,1,3,1,2,Neutral or Dissatisfied
108352,Female,22,Returning,Business,1838,4,0,3,3,3,1,3,4,1,2,1,1,4,1,2,Neutral or Dissatisfied
108353,Male,54,Returning,Economy,290,4,0,4,4,3,5,4,1,5,3,5,5,3,5,2,Satisfied
108359,Female,25,First-time,Economy,344,1,10,5,2,2,2,2,2,2,1,2,2,3,2,2,Neutral or Dissatisfied
108360,Male,64,Returning,Business,3949,0,0,5,5,2,4,5,4,1,4,1,3,4,4,4,Satisfied
108366,Male,16,Returning,Economy,1750,0,0,4,4,4,4,2,4,5,1,5,5,1,5,2,Neutral or Dissatisfied
108370,Female,55,Returning,Economy,1728,10,0,4,1,3,3,4,1,5,1,5,2,1,1,1,Neutral or Dissatisfied
108374,Female,23,Returning,Economy,1728,0,2,5,4,4,4,2,3,4,5,4,4,4,4,5,Satisfied
108375,Female,28,Returning,Economy,1855,0,0,4,3,1,3,3,3,1,5,1,1,3,1,4,Neutral or Dissatisfied
108377,Female,29,Returning,Economy,1790,1,0,5,2,3,2,3,5,5,2,5,5,5,5,4,Neutral or Dissatisfied
108378,Female,52,Returning,Economy,1838,1,5,4,2,3,4,1,1,5,2,5,2,1,1,1,Neutral or Dissatisfied
108381,Female,61,Returning,Economy,1844,4,0,4,2,3,5,2,2,5,2,3,3,2,2,2,Neutral or Dissatisfied
108384,Male,9,Returning,Economy,1844,0,0,5,1,4,1,4,3,1,3,1,1,4,1,3,Neutral or Dissatisfied
108386,Male,10,Returning,Economy,1838,0,0,4,3,1,3,4,1,5,1,2,2,2,2,5,Neutral or Dissatisfied
108387,Male,56,Returning,Economy,1750,1,0,4,3,3,3,4,1,2,4,2,2,4,2,3,Neutral or Dissatisfied
108388,Male,9,Returning,Economy,1750,0,0,3,2,2,2,4,4,5,1,5,5,3,5,3,Neutral or Dissatisfied
108391,Male,29,Returning,Economy,1750,0,0,2,1,1,1,2,2,5,2,5,5,2,5,3,Neutral or Dissatisfied
108398,Male,46,Returning,Economy Plus,1838,0,0,5,1,4,1,3,3,5,2,5,5,5,5,5,Neutral or Dissatisfied
108404,Female,54,Returning,Business,1855,5,0,2,2,5,5,2,2,5,3,4,3,2,2,2,Satisfied
108406,Female,41,Returning,Business,544,3,0,3,3,5,5,3,5,5,5,5,4,5,5,5,Satisfied
108407,Male,30,Returning,Business,1636,1,0,3,3,1,1,3,3,1,4,1,1,4,1,3,Neutral or Dissatisfied
108409,Male,41,First-time,Economy,144,6,0,2,1,2,1,4,3,3,2,3,3,3,3,4,Neutral or Dissatisfied
108411,Female,34,Returning,Business,544,1,0,2,2,5,4,2,4,5,4,4,3,4,4,4,Satisfied
108413,Male,56,Returning,Business,1444,6,4,2,3,5,5,2,4,5,4,5,3,4,4,4,Satisfied
108414,Female,43,Returning,Business,1444,0,0,4,4,5,4,4,4,4,4,3,4,4,4,4,Satisfied
108418,Male,27,First-time,Business,1444,7,1,4,4,3,4,4,4,5,5,5,5,4,5,4,Neutral or Dissatisfied
108419,Female,45,Returning,Business,1444,0,0,4,3,5,5,4,4,5,5,4,2,4,4,4,Satisfied
108420,Male,36,Returning,Business,1444,0,0,4,4,5,4,4,2,4,2,5,3,2,2,2,Satisfied
108421,Female,41,Returning,Business,1444,2,0,2,3,5,5,2,3,4,3,5,4,3,3,3,Satisfied
108424,Male,43,Returning,Business,1444,0,10,5,5,3,4,5,1,3,2,3,5,1,1,1,Neutral or Dissatisfied
108425,Female,27,Returning,Business,1444,0,0,2,2,3,5,2,4,4,3,4,4,4,4,4,Satisfied
108426,Male,44,Returning,Business,1444,0,3,3,4,3,5,3,4,4,4,4,4,4,4,4,Satisfied
108430,Male,53,Returning,Business,1444,0,0,2,2,5,5,2,5,4,5,5,4,5,5,5,Satisfied
108432,Male,41,Returning,Business,1444,0,0,3,4,3,5,3,5,5,5,5,4,5,5,5,Satisfied
108433,Male,39,Returning,Business,1440,3,7,3,3,3,4,3,3,5,3,4,3,3,3,3,Satisfied
108435,Male,10,First-time,Economy,832,5,2,3,3,4,3,3,1,3,3,3,3,4,3,4,Neutral or Dissatisfied
108441,Male,56,Returning,Business,1444,0,3,2,3,1,3,2,1,4,1,3,2,1,1,1,Neutral or Dissatisfied
108444,Male,22,First-time,Economy,1444,0,7,1,1,4,1,4,3,1,5,1,1,3,1,3,Neutral or Dissatisfied
108445,Male,55,Returning,Business,1444,1,9,3,3,1,4,3,3,3,3,1,2,3,3,3,Neutral or Dissatisfied
108447,Female,36,Returning,Economy,1444,0,0,1,1,1,3,1,1,4,2,4,4,3,4,4,Neutral or Dissatisfied
108449,Male,40,Returning,Business,1444,0,0,4,3,1,3,3,2,4,2,3,1,2,2,2,Neutral or Dissatisfied
108454,Female,43,Returning,Economy,1444,1,6,1,3,2,3,1,2,4,2,1,5,2,2,2,Neutral or Dissatisfied
108462,Female,68,Returning,Economy,1440,0,0,5,2,5,4,4,4,4,2,3,4,4,4,2,Neutral or Dissatisfied
108467,Male,33,Returning,Economy,1444,0,0,2,4,4,4,3,4,5,3,5,5,4,5,4,Neutral or Dissatisfied
108471,Male,25,Returning,Economy,1444,0,7,4,4,1,4,4,2,5,2,3,3,4,3,2,Neutral or Dissatisfied
108472,Female,29,Returning,Economy,1444,0,0,0,4,5,4,4,3,3,3,3,3,5,3,5,Neutral or Dissatisfied
108475,Female,26,Returning,Economy Plus,1444,0,0,5,1,5,1,5,3,1,2,3,3,5,3,3,Neutral or Dissatisfied
108483,Female,60,Returning,Economy,570,0,0,2,2,1,3,2,4,2,4,2,5,4,4,4,Neutral or Dissatisfied
108485,Female,8,Returning,Economy,570,0,2,3,3,4,1,3,1,1,4,1,1,4,1,4,Neutral or Dissatisfied
108486,Female,60,Returning,Business,570,0,0,2,5,3,5,5,4,5,4,3,4,4,4,4,Satisfied
108487,Male,46,Returning,Economy,570,0,0,3,3,2,1,3,3,2,3,2,2,4,2,3,Neutral or Dissatisfied
108488,Male,51,Returning,Economy,570,0,0,3,5,2,1,5,1,2,5,2,2,4,2,4,Neutral or Dissatisfied
108489,Female,35,Returning,Economy,570,2,0,2,2,3,2,2,1,2,3,2,2,4,2,4,Neutral or Dissatisfied
108490,Female,37,First-time,Economy,170,1,0,5,2,4,2,3,4,4,1,4,4,1,4,1,Neutral or Dissatisfied
108491,Female,59,Returning,Economy,570,0,0,5,5,5,5,4,1,4,5,4,2,1,1,1,Satisfied
108492,Male,35,Returning,Economy,570,0,0,5,1,4,1,4,5,3,5,3,3,4,3,4,Neutral or Dissatisfied
108493,Female,62,Returning,Economy,570,5,9,5,3,4,4,1,2,4,3,3,5,2,2,5,Neutral or Dissatisfied
108495,Female,57,Returning,Business,1779,0,0,5,5,5,5,5,4,4,4,5,2,4,4,4,Satisfied
108497,Male,53,Returning,Business,287,0,0,5,5,5,5,5,5,4,5,4,5,5,5,5,Satisfied
108498,Male,41,Returning,Business,287,0,9,4,4,5,4,4,4,5,4,3,3,4,4,4,Satisfied
108500,Female,41,Returning,Economy,287,0,0,4,5,3,2,4,2,2,2,2,2,3,2,2,Neutral or Dissatisfied
108502,Male,40,First-time,Business,287,0,0,4,4,1,4,3,4,5,2,5,5,1,5,2,Satisfied
108503,Female,52,Returning,Business,1774,0,0,3,3,3,2,3,4,5,4,4,2,4,4,4,Satisfied
108504,Male,43,Returning,Economy,287,9,8,1,3,3,3,2,3,5,5,4,4,2,4,2,Neutral or Dissatisfied
108505,Female,14,Returning,Economy,287,0,0,5,0,5,0,5,3,3,5,1,1,5,1,5,Satisfied
108507,Male,49,Returning,Business,519,1,0,5,5,3,4,5,5,4,5,3,5,5,5,5,Satisfied
108508,Male,37,Returning,Business,2277,0,0,5,4,4,4,5,4,4,4,5,5,4,4,4,Satisfied
108509,Male,41,Returning,Business,519,0,0,4,4,4,4,4,1,4,1,1,1,1,1,1,Neutral or Dissatisfied
108511,Male,23,First-time,Economy,519,2,0,1,5,3,5,3,5,5,3,4,4,4,4,5,Satisfied
108513,Male,54,Returning,Business,3149,0,0,4,4,1,4,4,4,3,4,2,3,4,4,4,Neutral or Dissatisfied
108514,Female,27,First-time,Economy,519,1,2,1,3,1,3,3,4,2,3,2,2,4,2,4,Neutral or Dissatisfied
108515,Female,22,First-time,Economy,119,0,0,3,4,1,4,3,3,3,4,1,1,5,1,2,Satisfied
108516,Male,57,Returning,Economy,519,0,0,4,4,5,4,1,3,2,5,2,2,5,2,4,Neutral or Dissatisfied
108517,Male,29,Returning,Economy,519,0,0,4,2,4,2,2,5,4,4,4,4,5,4,5,Neutral or Dissatisfied
108518,Female,58,Returning,Economy,519,3,0,3,5,1,1,3,4,3,5,1,3,4,4,4,Satisfied
108519,Male,50,Returning,Economy,519,0,0,5,2,5,2,5,5,4,4,4,4,4,4,5,Neutral or Dissatisfied
108520,Male,20,Returning,Economy,519,3,0,4,4,3,4,1,3,3,5,3,3,5,3,4,Neutral or Dissatisfied
108522,Male,37,Returning,Economy Plus,519,0,0,4,2,3,2,3,3,3,5,3,3,4,3,4,Neutral or Dissatisfied
108523,Female,56,Returning,Business,3677,0,0,1,1,5,5,1,4,4,4,4,4,4,4,4,Satisfied
108525,Male,50,Returning,Business,649,0,0,2,2,2,4,4,4,4,2,2,1,4,4,4,Neutral or Dissatisfied
108526,Female,47,Returning,Business,649,0,0,5,5,4,4,5,3,5,3,3,2,3,3,3,Satisfied
108527,Female,42,Returning,Economy,649,0,0,4,4,2,3,4,2,4,2,1,4,2,2,2,Neutral or Dissatisfied
108528,Male,45,First-time,Economy,649,0,0,4,1,2,1,3,4,5,2,5,5,3,5,3,Neutral or Dissatisfied
108530,Female,56,First-time,Economy,249,1,3,0,3,3,3,3,2,2,3,2,2,1,2,1,Neutral or Dissatisfied
108531,Female,46,Returning,Economy,249,0,0,2,2,3,1,2,4,5,4,3,4,4,4,4,Satisfied
108532,Female,63,Returning,Economy,649,0,0,5,3,3,2,3,2,4,3,2,2,2,2,2,Neutral or Dissatisfied
108533,Male,32,Returning,Economy,649,0,0,2,3,1,3,4,4,1,5,1,1,4,1,4,Neutral or Dissatisfied
108535,Female,37,Returning,Economy,649,0,2,1,3,2,3,4,1,5,3,5,5,3,5,4,Neutral or Dissatisfied
108536,Male,44,Returning,Economy Plus,649,0,0,1,3,1,3,4,1,5,2,5,5,3,5,4,Neutral or Dissatisfied
108537,Male,17,Returning,Economy Plus,649,9,1,2,1,1,1,3,2,3,1,4,4,4,4,4,Neutral or Dissatisfied
108538,Female,57,Returning,Economy Plus,649,0,0,4,2,5,5,2,3,2,2,3,4,3,3,3,Neutral or Dissatisfied
108539,Male,33,Returning,Business,1831,0,1,2,2,3,4,2,3,4,3,4,4,5,4,5,Satisfied
108540,Female,48,Returning,Business,512,1,0,1,1,3,4,1,4,4,5,4,5,4,4,4,Satisfied
108544,Male,75,Returning,Economy,111,0,0,3,3,5,3,3,2,3,5,3,3,3,3,2,Satisfied
108545,Female,42,Returning,Economy,512,0,0,5,4,1,2,3,3,3,4,4,3,3,3,2,Neutral or Dissatisfied
108546,Female,25,Returning,Economy,512,0,0,4,3,4,3,1,3,2,4,2,2,4,2,4,Neutral or Dissatisfied
108547,Female,10,Returning,Economy,512,0,0,1,1,1,1,3,3,5,2,4,4,3,4,4,Neutral or Dissatisfied
108548,Female,43,Returning,Economy,511,0,0,4,4,4,5,2,3,5,4,5,5,3,3,3,Satisfied
108550,Male,25,Returning,Economy Plus,511,0,0,4,3,5,3,4,4,4,2,4,4,5,4,5,Neutral or Dissatisfied
108551,Female,40,Returning,Economy Plus,511,0,0,5,3,4,3,3,5,4,2,2,2,4,2,4,Neutral or Dissatisfied
108552,Male,47,Returning,Business,3635,1,0,2,2,3,4,2,5,5,5,3,4,5,5,5,Satisfied
108553,Female,29,Returning,Business,735,1,0,4,1,4,1,1,4,2,5,2,2,4,2,4,Neutral or Dissatisfied
108555,Female,25,Returning,Business,735,0,0,5,5,5,2,5,4,2,2,2,2,5,2,4,Satisfied
108556,Male,24,First-time,Business,735,0,0,5,5,3,5,5,3,3,4,3,3,4,3,4,Satisfied
108557,Male,9,Returning,Business,2795,4,0,4,4,3,1,4,3,1,1,1,1,3,1,3,Neutral or Dissatisfied
108559,Male,41,Returning,Economy,735,4,0,4,4,5,4,4,5,4,2,4,4,5,4,4,Neutral or Dissatisfied
108560,Female,21,Returning,Economy,735,0,0,1,4,1,4,3,2,1,1,1,1,3,1,3,Neutral or Dissatisfied
108561,Male,51,Returning,Economy,735,3,0,5,3,4,3,1,4,5,5,5,5,4,5,4,Neutral or Dissatisfied
108564,Male,11,Returning,Economy Plus,735,0,0,5,1,5,1,4,4,5,2,5,5,3,5,4,Neutral or Dissatisfied
108565,Male,15,Returning,Economy Plus,735,0,0,2,4,4,4,3,2,1,4,1,1,4,1,3,Neutral or Dissatisfied
108567,Male,30,First-time,Economy,547,0,6,2,4,1,4,3,2,2,5,3,3,2,3,2,Neutral or Dissatisfied
108568,Male,48,Returning,Business,3943,2,0,4,4,3,5,4,5,5,5,3,5,5,5,5,Satisfied
108569,Male,48,Returning,Business,3354,0,0,5,5,4,4,5,4,4,4,4,3,4,4,4,Satisfied
108573,Female,25,First-time,Business,696,0,0,5,3,4,3,3,5,1,5,1,1,5,1,4,Neutral or Dissatisfied
108574,Female,26,First-time,Business,696,1,0,4,4,5,4,1,5,5,4,5,5,5,5,5,Neutral or Dissatisfied
108575,Male,55,Returning,Business,1719,1,0,4,4,4,5,4,4,5,4,4,3,4,4,4,Satisfied
108576,Female,22,First-time,Economy,813,0,7,2,2,3,2,3,3,2,3,2,2,4,2,4,Neutral or Dissatisfied
108581,Female,24,First-time,Economy,696,0,0,4,4,5,4,4,3,1,4,1,1,5,1,4,Satisfied
108583,Female,58,Returning,Business,2255,2,9,3,3,5,4,3,5,5,5,5,4,5,5,5,Satisfied
108584,Male,45,Returning,Business,696,3,7,2,2,4,4,2,4,4,4,5,2,4,4,4,Satisfied
108587,Male,53,Returning,Business,2149,0,0,3,4,4,4,4,4,5,4,3,3,4,4,4,Satisfied
108589,Male,37,First-time,Business,696,0,4,1,1,3,1,3,5,1,3,1,1,4,1,5,Neutral or Dissatisfied
108591,Female,26,Returning,Business,696,9,0,4,4,4,5,4,3,5,3,5,5,5,5,5,Satisfied
108593,Male,29,First-time,Business,813,0,2,2,2,5,2,3,4,1,4,1,1,4,1,5,Neutral or Dissatisfied
