ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,SeatComfortRating,ServiceRating,ValueRating,WifiRating
110544,Female,52,Returning,Business,2553,0,0,4,4,3,3,4,2,3,2,1,5,2,2,2,Neutral or Dissatisfied,long distance,0,0,3,7,yes,2,2,4,0
110546,Male,30,Returning,Business,2842,8,6,3,3,3,3,3,4,3,5,3,3,4,3,3,Neutral or Dissatisfied,long distance,0,0,1,1,no,1,1,1,0
110547,Male,40,Returning,Economy,551,0,5,2,2,1,3,2,4,3,1,3,3,3,3,4,Neutral or Dissatisfied,short distance,0,0,3,10,yes,2,3,4,0
110548,Female,60,Returning,Business,2005,0,0,2,3,3,4,3,4,5,4,3,5,4,4,4,Satisfied,long distance,0,0,1,1,no,1,1,1,0
110549,Male,48,Returning,Business,2491,0,0,5,5,3,4,5,5,5,5,5,5,5,5,5,Satisfied,long distance,0,0,1,1,no,3,3,1,0
110552,Male,52,Returning,Business,2522,0,0,4,4,3,4,4,4,4,4,4,3,4,4,4,Satisfied,long distance,1,2,1,1,no,1,2,1,1
110553,Female,34,Returning,Business,1932,0,0,4,4,3,5,4,4,5,4,5,2,4,4,4,Satisfied,long distance,4,5,0,10,yes,4,5,5,0
110562,Female,60,Returning,Economy,643,0,0,3,3,3,3,3,3,3,3,2,5,3,3,3,Neutral or Dissatisfied,short distance,1,3,0,7,yes,4,5,4,0
110563,Female,58,Returning,Business,1634,2,3,2,2,3,4,2,4,4,4,5,2,4,4,4,Satisfied,moderate distance,3,3,4,8,yes,4,5,4,0
110565,Female,41,Returning,Business,488,0,0,5,5,3,4,5,4,4,4,4,4,4,4,4,Satisfied,short distance,1,3,1,2,no,3,2,3,0
110567,Male,40,Returning,Business,2455,5,0,2,2,5,4,2,4,4,4,3,2,4,4,4,Satisfied,long distance,1,2,4,7,yes,2,2,4,3
110578,Female,58,Returning,Economy,551,0,0,4,4,2,4,4,2,3,3,2,4,2,2,2,Neutral or Dissatisfied,short distance,3,4,4,8,yes,4,4,5,0
110584,Male,42,Returning,Economy,151,0,0,3,2,3,4,3,4,4,1,4,4,2,4,1,Satisfied,short distance,1,2,0,4,no,2,4,3,0
110585,Female,67,Returning,Economy,551,0,0,4,5,1,4,3,2,4,5,3,2,2,2,2,Neutral or Dissatisfied,short distance,1,2,0,1,no,1,3,1,0
110586,Male,49,Returning,Economy,488,0,0,3,1,1,1,4,2,3,5,3,3,3,3,4,Neutral or Dissatisfied,short distance,2,3,0,2,no,2,3,2,0
110590,Female,51,Returning,Economy,551,8,1,5,2,4,4,3,2,5,2,4,5,2,2,2,Neutral or Dissatisfied,short distance,3,4,4,10,yes,5,5,5,5
110591,Female,65,Returning,Economy,488,0,0,5,5,3,5,5,2,5,5,4,3,2,2,2,Neutral or Dissatisfied,short distance,4,1,3,3,no,5,1,4,0
110598,Female,39,Returning,Economy,643,0,0,4,2,5,2,4,5,2,4,2,2,4,2,5,Neutral or Dissatisfied,short distance,0,0,3,8,yes,3,0,4,0
110601,Male,29,Returning,Economy,488,0,0,5,1,3,1,3,4,2,4,2,2,5,2,4,Neutral or Dissatisfied,short distance,0,0,1,1,no,1,1,1,0
110602,Female,11,Returning,Economy,551,9,2,3,3,5,3,1,5,1,5,1,1,5,1,5,Neutral or Dissatisfied,short distance,0,0,1,1,no,1,1,1,0
110603,Female,69,Returning,Economy,674,0,0,1,2,2,4,3,2,4,2,3,3,2,2,2,Neutral or Dissatisfied,short distance,0,0,2,1,no,2,4,1,0
110604,Female,22,First-time,Business,551,0,0,2,5,5,5,3,4,4,2,4,4,5,4,5,Satisfied,short distance,5,1,1,3,no,3,2,2,3
110605,Female,47,Returning,Business,1790,0,0,5,5,3,4,5,5,4,5,5,4,5,5,5,Satisfied,long distance,1,2,0,1,no,1,3,1,0
110606,Male,24,First-time,Economy Plus,488,3,0,2,0,4,0,3,2,2,5,3,3,3,3,3,Neutral or Dissatisfied,short distance,0,0,0,8,yes,2,4,4,0
110610,Male,48,Returning,Business,3928,0,0,4,4,4,5,4,4,4,4,4,2,4,4,4,Satisfied,long distance,4,4,0,"",no,1,1,1,0
110612,Female,69,Returning,Economy Plus,551,4,0,4,0,4,3,4,5,4,0,1,5,5,5,5,Satisfied,short distance,1,3,0,8,yes,4,5,5,0
110614,Male,8,Returning,Economy Plus,488,0,0,4,1,4,1,2,4,1,5,1,1,5,1,4,Neutral or Dissatisfied,short distance,5,5,0,10,yes,5,5,5,0
110615,Male,29,First-time,Business,727,0,0,3,3,4,3,4,3,5,4,1,1,5,1,5,Neutral or Dissatisfied,short distance,5,4,5,9,yes,5,5,5,0
110618,Female,21,First-time,Business,719,0,0,0,0,3,0,4,4,5,2,5,5,4,5,4,Satisfied,short distance,3,4,4,9,yes,4,4,5,0
110623,Female,58,Returning,Business,3203,1,0,4,4,3,5,4,4,5,4,4,4,4,4,4,Satisfied,long distance,0,0,3,8,yes,3,0,4,0
110624,Male,49,Returning,Business,3716,0,1,4,4,3,4,4,3,4,4,5,2,3,3,3,Satisfied,long distance,0,0,1,1,no,1,1,1,0
110626,Female,38,Returning,Economy,727,0,0,3,2,1,2,3,3,4,3,4,4,3,4,4,Neutral or Dissatisfied,short distance,0,0,1,1,no,1,1,1,0
110627,Male,19,Returning,Economy,719,0,0,4,3,2,3,3,1,1,5,1,1,1,1,2,Neutral or Dissatisfied,short distance,0,4,5,9,yes,5,4,4,0
110628,Female,32,Returning,Economy,727,0,0,2,3,4,3,3,2,1,1,4,4,3,4,3,Neutral or Dissatisfied,short distance,0,1,1,1,no,1,1,1,0
110629,Female,57,Returning,Economy,727,2,3,1,1,1,3,3,1,3,1,3,1,1,1,1,Neutral or Dissatisfied,short distance,3,2,1,1,no,1,1,1,2
110630,Female,41,Returning,Economy,727,0,6,5,2,1,2,5,2,4,5,1,1,1,1,4,Neutral or Dissatisfied,short distance,0,4,0,9,yes,4,5,4,0
110631,Male,23,Returning,Economy,727,0,0,3,2,1,2,2,2,2,2,2,2,4,2,1,Neutral or Dissatisfied,short distance,2,3,0,2,no,2,3,2,0
110632,Female,55,Returning,Economy,719,0,0,4,2,4,5,2,2,4,2,4,3,2,2,2,Neutral or Dissatisfied,short distance,4,4,0,9,yes,4,5,5,0
110633,Male,39,Returning,Economy,719,9,8,4,1,3,1,2,3,4,3,3,3,5,3,4,Neutral or Dissatisfied,short distance,1,1,0,3,no,3,1,2,0
110635,Female,61,Returning,Economy Plus,327,3,0,3,1,3,4,3,4,3,4,1,1,4,4,4,Satisfied,short distance,4,5,0,10,yes,3,5,5,0
110639,Male,31,Returning,Business,829,0,0,4,2,4,2,4,3,3,2,3,3,5,3,5,Neutral or Dissatisfied,short distance,2,3,4,4,no,1,5,2,0
110641,Male,23,Returning,Business,2442,0,0,3,3,4,4,3,4,5,5,5,5,4,5,5,Satisfied,long distance,4,1,3,6,yes,3,4,3,2
110647,Male,39,First-time,Business,945,0,2,3,3,4,3,3,3,1,4,1,1,5,1,5,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110648,Female,45,Returning,Business,837,6,2,1,1,5,5,1,4,5,4,4,2,4,4,4,Satisfied,moderate distance,0,0,3,10,yes,3,3,4,0
110651,Male,44,Returning,Business,3372,10,0,4,4,3,5,4,5,5,5,3,4,5,5,5,Satisfied,long distance,1,1,1,4,no,4,2,1,1
110657,Male,52,Returning,Business,3000,4,0,2,2,4,5,2,4,4,4,3,5,4,4,4,Satisfied,long distance,3,3,0,"",no,3,3,1,0
110659,Female,27,First-time,Business,829,0,0,1,1,5,1,4,4,1,3,1,1,5,1,4,Neutral or Dissatisfied,short distance,4,3,0,8,yes,4,5,4,0
110660,Female,31,Returning,Business,829,0,5,2,4,3,2,2,3,2,2,2,2,4,2,4,Satisfied,short distance,1,2,0,6,yes,3,4,3,0
110661,Male,10,First-time,Business,837,3,2,0,4,4,4,2,3,4,2,4,4,5,4,5,Satisfied,moderate distance,0,4,0,7,yes,4,4,5,0
110662,Male,46,Returning,Business,2540,9,0,1,1,5,4,1,4,4,5,4,3,4,4,4,Satisfied,long distance,0,3,0,5,no,4,2,3,0
110664,Female,30,First-time,Economy,837,0,0,1,1,4,1,3,2,2,1,5,5,3,5,4,Neutral or Dissatisfied,moderate distance,5,0,0,"",no,1,1,1,0
110665,Male,47,Returning,Business,837,0,2,1,4,4,5,4,4,5,4,4,4,4,4,4,Satisfied,moderate distance,1,3,0,"",no,2,3,2,0
110666,Female,44,Returning,Business,829,1,0,3,3,4,5,3,4,4,4,5,2,4,4,4,Satisfied,short distance,4,4,4,7,yes,4,4,4,0
110671,Female,12,First-time,Economy,1005,5,0,3,3,3,3,2,5,1,2,1,1,5,1,4,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110673,Female,59,Returning,Business,837,4,4,3,3,3,5,3,4,4,4,4,2,4,4,4,Satisfied,moderate distance,0,0,1,1,no,0,0,1,0
110674,Male,43,Returning,Business,945,0,0,2,2,3,2,2,2,2,2,1,2,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,1,2,no,0,0,1,0
110677,Male,56,Returning,Business,3126,0,0,5,5,5,4,5,4,5,4,4,4,4,4,4,Satisfied,long distance,0,1,5,10,yes,5,4,3,0
110678,Male,43,Returning,Business,605,5,0,4,4,3,3,4,4,3,4,4,2,4,4,4,Neutral or Dissatisfied,short distance,0,0,1,1,no,0,0,1,0
110679,Male,32,Returning,Economy,945,1,0,2,5,3,5,3,2,4,2,1,1,3,1,4,Satisfied,moderate distance,3,3,1,6,yes,4,3,4,0
110681,Female,27,Returning,Economy,837,8,8,4,1,3,1,4,5,5,4,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,5,3,4,4,no,2,4,1,3
110682,Male,36,Returning,Economy,829,6,10,4,4,3,4,1,5,5,3,5,5,5,5,5,Neutral or Dissatisfied,short distance,1,1,0,"",no,2,1,1,0
110683,Male,19,Returning,Economy,945,0,0,2,4,3,4,4,3,2,2,4,4,4,4,3,Neutral or Dissatisfied,moderate distance,3,4,0,10,yes,2,5,4,0
110685,Female,67,Returning,Economy,945,0,2,2,4,4,2,3,4,2,4,4,1,4,4,4,Satisfied,moderate distance,3,4,0,9,yes,4,5,5,0
110687,Male,59,Returning,Economy,837,0,0,4,2,3,2,3,3,5,3,5,5,5,5,5,Neutral or Dissatisfied,moderate distance,0,3,0,5,no,3,4,4,0
110688,Male,47,Returning,Economy,945,0,5,4,4,1,4,4,4,2,1,5,5,3,5,3,Neutral or Dissatisfied,moderate distance,0,0,0,2,no,4,4,2,0
110690,Female,56,Returning,Economy,945,7,0,2,2,4,4,4,2,4,2,2,5,2,2,2,Neutral or Dissatisfied,moderate distance,1,2,0,3,no,2,2,3,0
110692,Male,45,Returning,Economy,829,2,0,5,2,4,2,4,3,2,4,5,5,5,5,4,Neutral or Dissatisfied,short distance,5,5,5,9,yes,4,5,5,0
110693,Female,32,Returning,Economy,829,5,0,4,4,4,4,1,3,2,5,3,3,5,3,5,Neutral or Dissatisfied,short distance,4,3,4,7,no,3,3,3,0
110694,Female,65,Returning,Economy,829,0,0,4,2,5,5,2,3,4,2,3,2,3,3,5,Neutral or Dissatisfied,short distance,3,4,5,8,yes,5,5,5,0
110695,Male,33,Returning,Economy,945,0,4,3,2,2,2,5,4,5,4,5,5,3,5,1,Neutral or Dissatisfied,moderate distance,3,2,3,2,yes,3,1,2,0
110696,Male,9,Returning,Economy,1005,1,0,5,2,3,2,3,4,5,4,5,5,5,5,2,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110697,Female,63,Returning,Economy,945,0,0,2,2,3,4,4,2,4,2,1,4,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,1,5,no,0,0,1,0
110698,Male,58,Returning,Economy,945,0,0,3,5,3,5,1,3,1,2,1,1,3,1,3,Satisfied,moderate distance,0,0,1,1,no,0,0,1,0
110699,Male,21,Returning,Economy,829,0,0,5,1,5,1,3,4,5,4,5,5,4,5,4,Neutral or Dissatisfied,short distance,0,0,1,1,no,0,0,1,0
110700,Male,10,Returning,Economy,945,0,0,5,4,5,4,1,5,2,2,2,2,5,2,1,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110704,Male,57,Returning,Economy Plus,429,2,0,2,2,3,4,2,4,4,4,4,4,4,4,2,Satisfied,short distance,0,2,3,7,yes,3,3,4,0
110706,Female,27,Returning,Economy Plus,829,1,0,5,2,3,2,5,5,3,3,3,3,4,3,5,Neutral or Dissatisfied,short distance,0,0,0,"",no,2,4,1,0
110709,Female,35,Returning,Business,2728,0,0,1,1,5,5,1,4,4,4,4,2,4,4,4,Satisfied,long distance,0,5,0,10,yes,4,5,5,0
110711,Male,20,First-time,Economy,990,0,0,2,2,4,2,3,4,1,3,1,1,5,1,5,Neutral or Dissatisfied,moderate distance,1,1,0,3,no,1,3,2,0
110712,Male,22,First-time,Business,997,0,0,4,4,5,4,2,3,3,4,3,3,4,3,5,Satisfied,moderate distance,3,3,0,5,no,4,3,3,0
110713,Male,40,Returning,Business,3173,3,0,5,5,1,4,5,2,3,2,4,1,2,2,2,Neutral or Dissatisfied,long distance,1,0,0,"",no,3,4,1,0
110716,Female,18,First-time,Economy,849,6,0,3,3,4,3,2,3,3,2,3,3,5,3,5,Neutral or Dissatisfied,moderate distance,0,2,0,5,no,2,3,3,0
110717,Female,55,Returning,Business,990,0,1,4,4,4,4,2,4,4,4,5,4,4,4,4,Neutral or Dissatisfied,moderate distance,1,5,5,9,yes,5,5,5,0
110719,Male,42,Returning,Business,3703,9,8,5,4,4,4,5,4,4,5,4,5,4,4,4,Satisfied,long distance,3,1,4,2,no,1,2,1,1
110721,Female,42,Returning,Business,2119,1,1,4,5,5,5,5,4,5,4,3,5,4,4,4,Satisfied,long distance,4,4,3,8,yes,4,4,4,3
110722,Female,21,First-time,Economy,1166,0,2,2,2,5,2,3,5,2,5,2,2,4,2,5,Satisfied,moderate distance,0,0,1,1,no,0,0,1,0
110726,Female,43,Returning,Business,2880,0,0,1,1,4,5,1,5,5,4,4,4,5,5,5,Satisfied,long distance,0,0,1,1,no,0,0,1,0
110728,Female,39,Returning,Business,2446,2,0,2,2,3,4,2,5,5,5,5,4,5,5,5,Satisfied,long distance,0,0,1,1,no,2,3,1,0
110733,Female,47,Returning,Business,997,0,0,3,3,4,4,3,4,4,4,3,3,4,4,4,Satisfied,moderate distance,2,4,0,1,no,2,4,2,0
110734,Male,49,Returning,Business,2847,0,0,5,5,3,4,5,2,4,2,4,4,2,2,2,Satisfied,long distance,2,4,0,"",no,4,1,1,0
110735,Male,57,Returning,Business,1768,0,0,3,3,3,5,3,3,4,3,3,4,3,3,3,Satisfied,long distance,1,1,0,"",no,1,1,1,0
110736,Male,47,Returning,Business,3345,0,0,5,5,5,4,5,4,4,4,3,2,4,4,4,Satisfied,long distance,1,1,0,"",no,1,1,1,0
110739,Male,55,Returning,Business,3140,6,6,4,3,3,5,3,4,5,4,5,3,4,4,4,Satisfied,long distance,0,4,0,5,no,3,4,3,0
110743,Female,40,Returning,Business,3567,0,0,2,2,5,4,2,4,5,4,3,5,4,4,4,Satisfied,long distance,4,4,4,8,yes,5,5,4,2
110745,Female,56,Returning,Business,1701,0,0,2,2,3,5,2,4,5,4,5,3,4,4,4,Satisfied,moderate distance,0,1,1,2,no,4,1,2,0
110747,Female,29,First-time,Business,1166,0,0,2,2,4,2,2,5,3,4,3,3,5,3,5,Neutral or Dissatisfied,moderate distance,2,3,4,6,yes,2,4,3,0
110748,Female,60,Returning,Business,3666,0,0,5,5,4,5,5,4,4,4,4,5,4,4,4,Satisfied,long distance,0,0,1,1,no,0,0,1,0
110750,Female,53,Returning,Business,1105,0,6,3,3,3,4,3,4,5,4,5,3,4,4,4,Satisfied,moderate distance,0,0,1,1,no,0,0,1,0
110753,Male,38,Returning,Business,2745,4,0,1,3,5,5,1,5,5,5,5,2,5,5,5,Satisfied,long distance,5,5,4,10,yes,5,5,5,5
110754,Female,57,Returning,Business,3740,0,2,2,2,5,5,2,4,5,4,3,3,4,4,4,Satisfied,long distance,0,1,1,1,no,1,1,1,0
110755,Male,51,Returning,Business,1166,0,0,2,2,3,4,2,5,5,5,5,2,5,5,5,Satisfied,moderate distance,0,1,1,1,no,1,1,1,0
110756,Male,28,Returning,Business,3732,3,0,1,5,5,5,1,3,5,3,5,5,5,5,4,Satisfied,long distance,4,2,4,3,no,5,1,3,1
110759,Female,41,First-time,Business,1166,0,0,2,2,4,2,2,5,1,5,1,1,5,1,4,Satisfied,moderate distance,1,3,0,4,no,4,5,3,0
110761,Male,44,Returning,Business,2457,0,0,2,2,5,4,2,3,4,3,4,2,3,3,3,Satisfied,long distance,0,2,0,"",no,1,3,1,0
110763,Male,25,First-time,Economy,997,0,0,2,2,2,2,4,3,1,4,1,1,3,1,4,Neutral or Dissatisfied,moderate distance,2,4,0,1,no,1,2,2,0
110764,Male,40,Returning,Business,2723,7,0,2,2,4,5,2,4,4,4,5,4,4,4,4,Satisfied,long distance,3,5,0,10,yes,4,5,5,0
110765,Female,42,Returning,Business,997,0,0,2,3,1,3,3,2,3,2,2,4,2,2,2,Neutral or Dissatisfied,moderate distance,1,1,0,1,no,3,1,1,0
110767,Female,24,Returning,Business,1660,1,7,2,2,1,2,2,1,2,2,2,2,4,2,3,Neutral or Dissatisfied,moderate distance,1,1,0,2,no,1,3,1,0
110768,Male,24,First-time,Economy,849,0,0,0,0,5,0,1,4,2,3,2,2,4,2,4,Satisfied,moderate distance,3,5,4,9,yes,3,5,5,0
110769,Female,38,Returning,Business,2004,0,0,3,3,5,4,3,4,5,4,4,4,4,4,4,Satisfied,long distance,2,3,4,5,no,2,2,3,0
110770,Female,50,First-time,Business,997,0,0,4,4,3,4,3,3,1,3,1,1,4,1,5,Neutral or Dissatisfied,moderate distance,3,3,4,6,yes,3,4,4,0
110774,Male,56,Returning,Business,1166,5,1,4,4,3,4,4,4,4,4,5,2,4,4,4,Satisfied,moderate distance,0,0,1,1,no,1,1,1,0
110775,Male,20,Returning,Economy,1166,0,8,2,2,2,3,2,1,2,2,3,3,3,3,3,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110776,Male,45,Returning,Business,2830,0,8,4,4,4,4,4,5,5,5,3,3,5,5,5,Satisfied,long distance,0,0,3,8,yes,3,3,4,0
110777,Male,30,First-time,Business,990,0,0,3,3,3,3,5,5,1,4,1,1,5,1,4,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110778,Female,59,Returning,Business,990,0,0,4,4,3,3,4,2,4,2,2,3,2,2,2,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110779,Female,51,Returning,Business,3804,0,5,5,4,3,4,5,5,5,5,4,5,5,5,5,Satisfied,long distance,1,2,1,3,no,3,3,2,0
110780,Male,77,Returning,Business,3535,0,0,3,3,2,2,3,3,2,3,2,5,3,3,3,Neutral or Dissatisfied,long distance,0,3,1,2,no,2,3,2,0
110782,Female,67,Returning,Business,2359,0,0,3,3,3,4,3,4,4,4,4,2,4,4,4,Satisfied,long distance,1,1,1,1,no,2,1,1,1
110784,Female,21,First-time,Business,1128,0,9,0,2,4,2,4,1,4,2,4,4,3,4,4,Neutral or Dissatisfied,moderate distance,0,2,0,"",no,1,2,1,0
110787,Female,37,Returning,Business,3629,0,0,3,3,4,5,3,4,4,4,5,3,4,4,4,Satisfied,long distance,1,4,0,"",no,1,4,3,0
110788,Male,72,First-time,Business,1166,0,0,3,3,4,3,4,4,4,3,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,3,3,0,4,no,2,4,2,0
110789,Male,39,First-time,Economy,597,9,5,0,2,2,2,1,1,2,3,2,2,5,2,5,Neutral or Dissatisfied,short distance,0,0,0,"",no,1,3,1,0
110790,Male,19,First-time,Economy,990,0,0,2,2,1,2,3,3,3,1,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,1,1,0,2,no,2,1,2,0
110792,Female,62,Returning,Business,597,0,1,2,2,5,3,2,4,4,4,1,2,4,4,4,Satisfied,short distance,1,2,0,3,no,1,4,2,0
110794,Female,17,Returning,Business,3898,0,5,1,1,2,4,1,4,4,2,4,4,2,4,2,Satisfied,long distance,5,5,5,10,yes,5,5,5,0
110797,Male,29,Returning,Economy,997,0,0,2,1,4,1,3,3,2,2,2,2,4,2,4,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110799,Male,70,Returning,Economy,849,0,0,1,3,4,3,2,3,4,1,5,5,2,5,3,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110801,Female,16,Returning,Economy,849,0,0,5,3,3,3,2,3,2,5,2,2,5,2,5,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110802,Female,55,Returning,Economy,997,8,2,4,3,5,5,3,5,5,3,3,5,5,5,5,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110804,Female,65,Returning,Economy,990,4,0,4,2,4,5,5,1,4,2,3,5,1,1,1,Neutral or Dissatisfied,moderate distance,4,3,4,6,yes,3,4,4,0
110806,Female,22,Returning,Economy,997,0,0,1,3,3,3,3,3,1,3,2,2,2,2,3,Neutral or Dissatisfied,moderate distance,0,0,1,2,no,1,1,1,0
110807,Female,20,Returning,Economy,990,9,4,4,3,3,3,4,3,2,3,2,2,4,2,5,Neutral or Dissatisfied,moderate distance,0,4,4,8,yes,3,4,4,0
110812,Male,40,Returning,Economy,1105,7,6,5,3,2,3,4,3,3,5,3,3,1,3,2,Neutral or Dissatisfied,moderate distance,0,1,0,1,no,3,2,1,0
110814,Female,50,Returning,Economy,1128,0,0,4,3,5,3,3,5,4,3,3,4,5,5,5,Neutral or Dissatisfied,moderate distance,0,2,0,3,no,1,2,2,0
110816,Female,41,Returning,Economy,849,0,0,4,3,4,3,2,4,5,2,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,1,0,0,"",no,2,2,1,0
110817,Female,57,Returning,Economy,1105,0,6,1,3,5,4,3,2,5,3,4,2,2,2,2,Neutral or Dissatisfied,moderate distance,1,1,0,2,no,1,2,0,0
110818,Female,59,Returning,Economy,997,0,0,5,2,5,1,2,4,3,2,1,2,4,4,3,Neutral or Dissatisfied,moderate distance,1,1,0,2,no,1,3,2,0
110819,Male,28,Returning,Economy,997,3,4,5,1,5,1,5,5,3,5,3,3,5,3,5,Neutral or Dissatisfied,moderate distance,4,3,4,7,yes,5,3,3,0
110824,Male,36,Returning,Economy,997,0,4,5,1,3,1,3,4,1,3,1,1,5,1,4,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,1,0
110826,Female,70,Returning,Economy,849,0,0,4,2,4,5,2,4,4,2,3,4,4,4,1,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,0,0,2,0
110827,Female,24,Returning,Economy,990,0,0,5,3,3,3,3,3,3,3,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,0,0,1,1,no,1,0,1,0
110829,Male,56,Returning,Business,1811,3,5,5,5,5,5,5,4,5,4,4,3,4,4,4,Satisfied,long distance,0,3,1,4,no,2,2,3,0
110832,Female,27,Returning,Economy Plus,1128,0,0,3,3,2,3,3,2,3,1,3,3,4,3,3,Neutral or Dissatisfied,moderate distance,4,5,5,9,yes,5,5,5,0
110833,Male,31,Returning,Economy Plus,1166,3,0,4,4,4,4,4,2,4,3,4,4,4,4,4,Neutral or Dissatisfied,moderate distance,0,4,5,10,yes,5,5,5,0
110835,Male,55,Returning,Economy Plus,1105,0,1,1,3,1,3,4,1,3,4,3,3,3,3,3,Neutral or Dissatisfied,moderate distance,5,5,0,"",no,5,2,1,0
110837,Female,31,Returning,Economy Plus,990,0,0,4,2,5,2,1,3,3,4,5,5,4,5,5,Neutral or Dissatisfied,moderate distance,3,5,0,8,yes,4,5,5,0
110838,Female,33,Returning,Economy Plus,1166,0,0,5,4,5,4,3,5,4,2,4,4,5,4,5,Neutral or Dissatisfied,moderate distance,5,5,0,10,yes,5,5,5,0
110839,Male,38,Returning,Economy Plus,990,0,0,4,4,3,4,3,4,3,5,2,2,4,2,5,Neutral or Dissatisfied,moderate distance,2,1,0,4,no,3,2,2,0
110840,Female,58,Returning,Economy Plus,990,0,0,5,2,5,4,3,1,5,2,3,3,1,1,1,Neutral or Dissatisfied,moderate distance,1,2,0,4,no,2,4,2,0
110841,Female,33,Returning,Economy Plus,990,5,0,5,4,3,4,2,4,2,3,2,2,5,2,5,Neutral or Dissatisfied,moderate distance,3,4,0,9,yes,4,5,4,0
110842,Male,15,Returning,Business,1105,9,0,1,1,3,5,1,4,5,3,5,5,4,5,4,Satisfied,moderate distance,0,1,0,3,no,1,3,2,0
110843,Male,24,First-time,Business,406,0,0,0,4,3,4,4,4,1,2,1,1,5,1,5,Satisfied,short distance,0,0,0,5,yes,4,3,4,0
110844,Male,52,Returning,Business,2832,0,0,2,2,5,4,2,5,5,5,5,3,5,5,5,Satisfied,long distance,3,1,5,7,yes,5,5,3,3
110849,Male,31,Returning,Business,1951,0,0,3,2,5,4,3,4,4,3,4,4,5,4,4,Satisfied,long distance,0,0,1,1,no,0,0,1,0
110850,Male,46,Returning,Business,404,7,0,1,1,5,5,1,4,5,4,3,5,4,4,4,Satisfied,short distance,0,0,3,7,no,0,0,4,0
110852,Male,33,Returning,Business,2465,0,0,4,4,3,2,4,5,2,4,2,2,5,2,5,Satisfied,long distance,0,0,1,1,no,0,0,1,0
110853,Female,56,Returning,Business,3767,0,0,4,4,5,4,4,4,4,4,4,2,4,4,4,Satisfied,long distance,0,0,1,1,no,0,0,1,0
110856,Male,42,Returning,Business,2065,0,0,4,3,5,5,3,4,4,4,3,2,4,4,4,Satisfied,long distance,0,5,4,10,yes,4,5,2,0
110858,Male,26,First-time,Business,581,0,0,1,1,5,1,1,4,5,4,5,5,4,5,5,Neutral or Dissatisfied,short distance,2,2,2,2,no,1,2,2,1
110859,Male,21,Returning,Business,2666,0,1,2,2,5,4,2,3,4,2,4,4,4,4,4,Satisfied,long distance,3,2,0,1,no,1,3,1,0
110860,Female,55,Returning,Business,2250,0,0,5,2,3,5,2,5,4,5,3,4,5,5,5,Satisfied,long distance,0,3,0,6,no,3,4,3,0
110862,Male,35,First-time,Business,406,0,0,2,2,4,2,3,4,4,5,4,4,5,4,4,Neutral or Dissatisfied,short distance,3,5,0,6,yes,2,5,5,0
110863,Male,45,Returning,Business,3730,2,0,3,3,4,4,3,4,4,4,4,5,4,4,4,Satisfied,long distance,3,4,0,9,yes,4,5,5,0
110864,Female,24,First-time,Economy,404,0,0,4,4,5,4,1,5,2,5,2,2,5,2,4,Neutral or Dissatisfied,short distance,4,4,0,10,yes,5,5,5,0
110865,Male,51,Returning,Business,3276,0,0,1,1,5,5,1,3,5,4,5,2,3,3,3,Satisfied,long distance,0,0,0,2,no,1,3,1,0
110873,Female,27,First-time,Business,581,0,0,1,1,3,1,4,5,1,2,1,1,4,1,5,Neutral or Dissatisfied,short distance,5,4,4,7,yes,4,4,4,0
110874,Male,19,Returning,Business,581,0,0,1,1,4,4,1,3,4,3,4,4,5,4,4,Satisfied,short distance,5,4,5,10,yes,5,5,5,5
110875,Female,43,Returning,Business,1956,6,0,2,4,4,5,2,4,5,4,5,5,4,4,4,Satisfied,long distance,3,5,5,10,yes,5,5,5,0
