ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group
102754,Male,31,Returning,Economy Plus,365,0,0,1,1,4,1,3,2,3,2,3,3,2,3,2,Satisfied,short distance
102756,Female,48,Returning,Economy Plus,255,0,0,5,1,5,1,3,2,4,1,3,3,2,2,2,Neutral or Dissatisfied,short distance
102758,Male,26,First-time,Business,1618,0,0,3,3,5,3,1,4,2,2,2,2,5,2,3,Neutral or Dissatisfied,moderate distance
102760,Male,48,Returning,Business,1618,0,0,4,4,4,3,4,4,5,4,5,3,4,4,4,Satisfied,moderate distance
102763,Male,59,Returning,Business,1618,10,4,4,4,5,3,4,5,5,5,3,4,5,5,5,Satisfied,moderate distance
102765,Female,17,First-time,Business,1383,5,0,2,4,4,4,5,4,2,4,2,2,4,2,3,Satisfied,moderate distance
102768,Female,50,Returning,Economy,1618,0,0,4,1,3,5,3,2,5,1,4,4,2,2,2,Neutral or Dissatisfied,moderate distance
102771,Male,57,Returning,Business,1618,10,0,3,5,5,5,5,2,5,2,4,2,2,2,2,Satisfied,moderate distance
102773,Male,28,Returning,Business,3675,0,0,4,4,4,5,4,4,5,4,5,5,4,5,4,Satisfied,long distance
102774,Male,44,Returning,Business,1099,0,0,5,5,3,4,5,5,4,4,3,2,5,5,5,Satisfied,moderate distance
102775,Male,36,First-time,Business,1099,3,9,3,3,4,3,2,4,2,3,2,2,4,2,4,Neutral or Dissatisfied,moderate distance
102777,Female,64,Returning,Economy,1099,0,0,2,2,1,4,2,1,3,1,1,4,1,1,1,Neutral or Dissatisfied,moderate distance
102780,Female,27,First-time,Economy,1099,6,8,1,1,4,1,4,1,3,3,3,3,3,3,4,Neutral or Dissatisfied,moderate distance
102782,Male,46,Returning,Business,2909,7,1,1,1,3,4,1,4,4,4,4,3,4,4,4,Satisfied,long distance
102783,Female,27,Returning,Economy,1099,0,0,4,4,4,3,4,4,3,1,3,3,4,3,4,Neutral or Dissatisfied,moderate distance
102784,Female,14,Returning,Economy,1099,0,4,2,2,1,2,2,2,2,3,2,2,3,2,3,Neutral or Dissatisfied,moderate distance
102785,Female,42,Returning,Business,1698,0,0,3,3,3,5,3,4,4,4,5,3,4,4,4,Satisfied,moderate distance
102786,Female,61,Returning,Economy,1099,0,0,4,2,4,3,4,3,4,2,1,2,3,3,1,Neutral or Dissatisfied,moderate distance
102788,Female,33,Returning,Economy,1099,0,0,3,3,1,3,4,3,3,2,3,3,4,3,4,Neutral or Dissatisfied,moderate distance
102789,Female,16,Returning,Economy,1099,0,0,1,2,2,2,3,3,3,1,3,3,4,3,3,Neutral or Dissatisfied,moderate distance
102790,Male,64,Returning,Economy,1099,0,3,2,3,4,3,3,4,1,5,1,1,4,1,3,Neutral or Dissatisfied,moderate distance
102791,Male,58,Returning,Economy,1099,0,0,3,5,2,5,2,3,2,1,2,2,2,2,4,Satisfied,moderate distance
102792,Male,15,Returning,Economy,1099,0,7,0,4,4,4,2,3,4,5,4,4,5,4,5,Neutral or Dissatisfied,moderate distance
102793,Female,27,Returning,Economy,1099,1,1,4,3,1,3,1,1,5,2,5,5,2,5,5,Neutral or Dissatisfied,moderate distance
102794,Female,65,Returning,Economy Plus,1099,0,2,1,1,1,4,1,2,3,3,2,4,2,2,2,Neutral or Dissatisfied,moderate distance
102796,Female,20,First-time,Economy,342,0,0,5,0,5,5,3,5,4,5,4,4,5,4,5,Satisfied,short distance
102799,Female,24,First-time,Economy,342,0,0,5,2,4,2,3,3,4,2,4,4,5,4,5,Neutral or Dissatisfied,short distance
102800,Male,39,Returning,Business,342,0,0,1,1,4,5,1,5,4,5,4,3,5,5,5,Satisfied,short distance
102801,Female,45,Returning,Business,2455,0,0,2,2,3,5,2,5,4,5,4,3,5,5,5,Satisfied,long distance
102804,Female,37,Returning,Business,342,0,0,1,1,3,4,1,4,5,4,5,5,4,4,4,Satisfied,short distance
102805,Male,52,Returning,Business,2466,5,0,0,0,4,4,1,5,5,5,5,5,5,5,5,Satisfied,long distance
102806,Male,54,Returning,Business,3977,0,0,2,2,4,4,2,5,4,5,4,3,5,5,5,Satisfied,long distance
102807,Female,37,Returning,Business,2699,0,1,3,3,3,5,3,5,4,5,5,2,5,5,5,Satisfied,long distance
102808,Female,50,Returning,Economy,342,0,0,3,3,1,3,3,1,4,1,4,1,1,1,1,Neutral or Dissatisfied,short distance
102814,Male,55,Returning,Business,342,1,0,5,5,3,5,5,4,4,4,3,4,4,4,4,Satisfied,short distance
102816,Female,30,First-time,Economy,342,0,5,0,3,4,3,5,2,3,5,3,3,2,3,2,Neutral or Dissatisfied,short distance
102818,Female,33,Returning,Business,342,4,0,4,1,1,4,1,5,3,5,3,1,5,5,5,Satisfied,short distance
102819,Female,50,Returning,Economy,342,0,0,4,2,3,4,3,2,3,2,4,3,2,2,2,Neutral or Dissatisfied,short distance
102820,Male,48,Returning,Economy,342,0,2,4,4,5,4,3,4,3,3,3,3,5,3,4,Neutral or Dissatisfied,short distance
102822,Male,22,Returning,Economy,342,0,2,5,2,3,2,4,3,1,3,4,4,4,4,4,Neutral or Dissatisfied,short distance
102823,Male,16,Returning,Economy,342,4,0,5,3,4,3,3,2,3,2,3,3,4,3,3,Neutral or Dissatisfied,short distance
102824,Female,26,First-time,Business,342,0,0,5,2,4,2,2,5,5,4,5,5,4,5,4,Neutral or Dissatisfied,short distance
102825,Male,45,Returning,Business,342,0,0,5,5,4,4,5,4,5,4,5,4,4,4,4,Satisfied,short distance
102826,Male,22,First-time,Economy,342,9,0,3,0,3,3,2,5,2,3,2,2,4,2,4,Satisfied,short distance
102827,Male,39,Returning,Economy Plus,342,0,0,4,3,5,3,2,4,2,2,2,2,4,2,5,Neutral or Dissatisfied,short distance
102829,Male,39,First-time,Business,423,7,0,4,4,4,4,1,3,2,5,2,2,4,2,4,Satisfied,short distance
102830,Female,45,Returning,Business,3631,2,4,5,5,1,3,5,3,4,3,3,4,3,3,3,Neutral or Dissatisfied,long distance
102831,Male,42,Returning,Business,1660,9,0,5,5,3,4,5,5,4,5,3,5,5,5,5,Satisfied,moderate distance
102833,Female,22,First-time,Economy,423,0,0,5,2,4,2,3,5,4,5,4,4,4,4,5,Neutral or Dissatisfied,short distance
102834,Female,46,Returning,Business,3093,2,2,4,4,3,5,4,4,4,4,4,3,4,4,4,Satisfied,long distance
102835,Female,36,First-time,Business,423,0,0,3,3,5,3,3,4,1,4,1,1,4,1,5,Neutral or Dissatisfied,short distance
102837,Male,40,Returning,Business,2995,0,2,1,1,4,4,1,5,4,5,3,3,5,5,5,Satisfied,long distance
102839,Female,44,Returning,Business,2240,0,2,5,4,5,5,4,5,4,5,3,4,5,5,5,Satisfied,long distance
102841,Female,39,Returning,Business,3926,0,0,3,3,3,5,3,5,5,5,3,2,5,5,5,Satisfied,long distance
102843,Male,47,Returning,Business,1562,5,10,4,4,3,4,4,5,5,5,3,3,5,5,5,Satisfied,moderate distance
102844,Female,50,Returning,Economy,423,9,0,4,4,4,4,4,1,4,1,3,4,1,1,1,Neutral or Dissatisfied,short distance
102845,Female,46,Returning,Business,423,7,0,3,3,5,5,3,4,4,5,4,4,4,4,4,Satisfied,short distance
102847,Male,65,Returning,Business,1561,2,8,2,2,1,4,2,4,4,4,1,3,4,4,4,Neutral or Dissatisfied,moderate distance
102848,Male,27,Returning,Economy,423,0,0,3,3,3,5,3,1,5,1,5,5,2,5,2,Satisfied,short distance
102849,Male,32,Returning,Economy,423,1,0,1,1,2,1,4,1,3,2,3,3,4,3,4,Neutral or Dissatisfied,short distance
102851,Male,42,Returning,Economy,423,1,0,4,2,5,2,3,3,1,4,1,1,4,1,4,Neutral or Dissatisfied,short distance
102852,Female,68,Returning,Economy,423,0,0,4,3,5,4,1,5,4,3,3,5,5,5,5,Neutral or Dissatisfied,short distance
102853,Female,65,Returning,Economy,423,0,0,5,1,5,5,1,2,4,1,4,5,2,2,2,Neutral or Dissatisfied,short distance
102854,Female,52,Returning,Economy,423,1,0,0,3,4,5,2,4,4,3,4,5,4,4,4,Neutral or Dissatisfied,short distance
102855,Male,49,Returning,Economy,423,0,2,2,2,1,2,3,1,5,1,5,5,4,5,4,Neutral or Dissatisfied,short distance
102856,Male,58,Returning,Business,2243,0,0,1,1,5,5,1,5,4,5,5,3,5,5,5,Satisfied,long distance
102859,Female,37,First-time,Business,423,0,0,4,4,4,4,2,5,5,2,5,5,5,5,5,Satisfied,short distance
102860,Female,26,First-time,Business,423,0,5,0,2,4,2,1,5,3,2,3,3,4,3,4,Neutral or Dissatisfied,short distance
102862,Male,60,Returning,Business,2908,0,1,1,1,3,4,1,3,5,3,4,5,3,3,3,Satisfied,long distance
102863,Female,25,First-time,Business,472,3,0,0,3,3,3,5,3,1,2,1,1,4,1,5,Neutral or Dissatisfied,short distance
102864,Male,45,First-time,Business,472,0,0,2,2,4,2,3,5,2,3,4,4,4,4,4,Neutral or Dissatisfied,short distance
102868,Male,22,First-time,Business,472,8,0,0,4,3,4,5,5,3,3,3,3,4,3,5,Satisfied,short distance
102874,Female,54,Returning,Business,2705,0,0,5,5,4,5,5,4,4,4,3,5,4,4,4,Satisfied,long distance
102875,Female,25,First-time,Economy,472,0,0,0,4,2,4,5,3,3,4,3,3,2,3,3,Satisfied,short distance
102876,Male,38,First-time,Business,472,5,6,1,1,2,1,3,4,1,5,1,1,3,1,3,Neutral or Dissatisfied,short distance
102879,Male,12,Returning,Economy,472,0,0,4,1,3,1,2,5,3,3,3,3,4,3,4,Neutral or Dissatisfied,short distance
102880,Male,48,Returning,Economy,472,0,0,5,5,4,5,2,5,1,2,1,1,5,1,4,Neutral or Dissatisfied,short distance
102882,Female,20,Returning,Economy,472,3,0,3,3,2,3,4,3,4,5,4,4,2,4,1,Neutral or Dissatisfied,short distance
102884,Female,36,Returning,Business,472,0,2,1,1,5,5,1,4,5,3,3,5,4,4,4,Satisfied,short distance
102886,Female,44,Returning,Business,3071,0,5,4,4,3,5,4,5,5,5,4,5,5,5,5,Satisfied,long distance
102888,Female,42,Returning,Business,2256,0,0,1,1,4,5,1,5,4,5,4,3,5,5,5,Satisfied,long distance
102889,Male,24,Returning,Business,2136,0,0,2,2,4,4,2,4,4,3,4,4,4,4,5,Satisfied,long distance
102890,Female,29,First-time,Business,1037,0,0,4,4,4,4,3,4,1,5,1,1,4,1,4,Satisfied,moderate distance
102891,Female,7,Returning,Business,2856,0,0,2,2,2,1,2,4,1,3,1,1,3,1,4,Neutral or Dissatisfied,long distance
102893,Male,40,Returning,Business,1037,0,0,2,2,4,4,2,4,5,5,4,2,4,4,4,Satisfied,moderate distance
102894,Female,44,Returning,Business,2504,0,0,3,3,4,4,3,5,5,5,3,4,5,5,5,Satisfied,long distance
102895,Female,59,Returning,Business,1037,0,0,3,3,5,4,3,4,5,4,5,4,4,4,4,Satisfied,moderate distance
102896,Female,51,Returning,Business,1037,0,0,2,2,3,4,2,4,5,4,4,3,4,4,4,Satisfied,moderate distance
102897,Female,27,First-time,Economy,1037,7,0,3,3,3,3,4,2,4,4,4,4,3,4,4,Neutral or Dissatisfied,moderate distance
102898,Male,7,Returning,Economy,1037,0,0,5,5,5,5,5,5,2,5,2,2,4,2,4,Satisfied,moderate distance
102899,Male,65,Returning,Economy,1037,0,0,3,3,1,3,4,3,1,1,4,4,3,4,3,Neutral or Dissatisfied,moderate distance
102900,Female,32,Returning,Economy,1037,0,0,4,0,4,0,1,5,5,4,5,5,4,5,5,Neutral or Dissatisfied,moderate distance
102901,Male,42,Returning,Economy,1037,0,0,5,4,3,4,1,4,5,4,5,5,5,5,4,Neutral or Dissatisfied,moderate distance
102904,Female,24,First-time,Economy Plus,1037,0,7,1,3,3,3,2,3,1,1,1,1,1,1,1,Neutral or Dissatisfied,moderate distance
102905,Male,59,Returning,Business,3059,1,0,2,4,3,4,2,5,4,5,3,3,5,5,5,Satisfied,long distance
102906,Male,49,Returning,Business,3085,0,0,5,5,3,3,5,1,3,1,4,1,1,1,1,Neutral or Dissatisfied,long distance
102908,Male,61,Returning,Business,317,0,0,5,5,2,3,2,2,4,5,1,2,2,2,2,Satisfied,short distance
102909,Female,28,Returning,Business,317,0,0,5,3,1,3,2,3,4,5,4,4,5,4,4,Neutral or Dissatisfied,short distance
102913,Male,39,Returning,Business,1979,0,0,3,3,3,5,3,4,4,4,3,3,4,4,4,Satisfied,long distance
102915,Male,37,First-time,Business,436,0,0,4,4,3,4,3,4,1,2,3,3,5,3,4,Satisfied,short distance
102916,Female,37,First-time,Business,317,1,0,2,2,5,2,4,3,2,4,2,2,4,2,5,Satisfied,short distance
102917,Female,39,Returning,Business,436,0,5,2,3,4,5,2,4,5,5,4,2,4,4,4,Satisfied,short distance
102919,Male,56,Returning,Business,1730,1,0,4,4,4,5,4,3,5,4,3,5,3,3,3,Satisfied,moderate distance
102922,Female,39,Returning,Business,317,0,0,5,5,4,5,5,3,5,4,5,2,3,3,3,Satisfied,short distance
102923,Female,43,Returning,Business,1912,4,0,1,1,3,5,1,4,5,4,3,3,4,4,4,Satisfied,long distance
102924,Female,30,Returning,Business,1991,4,2,4,4,4,5,4,4,5,5,5,5,5,5,4,Satisfied,long distance
102925,Female,27,First-time,Economy,436,5,0,2,4,4,4,2,3,4,2,4,4,2,4,2,Neutral or Dissatisfied,short distance
102928,Female,16,Returning,Economy,436,5,7,5,1,4,1,4,5,5,4,5,5,5,5,5,Neutral or Dissatisfied,short distance
102929,Female,33,Returning,Economy,317,0,0,4,3,1,3,2,5,4,3,4,4,1,4,1,Neutral or Dissatisfied,short distance
102931,Female,64,Returning,Economy,317,0,0,4,4,1,3,4,5,4,4,4,5,5,5,5,Neutral or Dissatisfied,short distance
102932,Female,52,Returning,Economy,436,8,6,4,1,3,4,1,5,5,1,3,5,5,5,5,Neutral or Dissatisfied,short distance
102934,Female,64,Returning,Economy,317,0,0,4,2,3,4,3,4,4,2,4,4,4,4,4,Neutral or Dissatisfied,short distance
102937,Male,7,Returning,Economy,317,0,0,5,5,3,5,2,4,4,1,4,4,2,4,2,Neutral or Dissatisfied,short distance
102938,Male,40,Returning,Business,436,0,0,1,1,3,4,1,3,5,3,4,3,3,3,3,Satisfied,short distance
102940,Female,58,Returning,Economy Plus,436,0,0,3,4,1,3,4,3,3,4,4,4,3,3,3,Neutral or Dissatisfied,short distance
102942,Male,42,Returning,Business,949,0,0,3,3,3,5,3,4,4,4,5,3,4,4,4,Satisfied,moderate distance
102944,Female,11,Returning,Business,719,5,0,4,1,3,1,2,4,1,4,4,4,4,4,2,Neutral or Dissatisfied,short distance
102946,Female,35,Returning,Business,719,0,0,4,4,5,4,4,5,4,5,5,5,5,5,5,Satisfied,short distance
102947,Female,54,Returning,Business,719,3,0,1,1,3,5,1,5,4,5,3,2,5,5,5,Satisfied,short distance
102948,Female,57,Returning,Business,2161,0,9,3,2,4,5,3,4,4,4,3,3,4,4,4,Satisfied,long distance
102949,Female,29,Returning,Business,1902,0,0,2,2,4,5,2,3,5,5,5,5,4,5,5,Satisfied,long distance
102950,Male,27,Returning,Business,719,0,0,4,4,3,5,4,3,5,4,5,5,4,5,5,Satisfied,short distance
102952,Male,67,Returning,Economy,719,2,0,5,2,3,2,2,5,2,4,2,2,4,2,5,Neutral or Dissatisfied,short distance
102954,Male,52,Returning,Economy,719,0,0,5,2,4,2,5,3,2,3,1,1,5,1,5,Neutral or Dissatisfied,short distance
102955,Female,12,Returning,Economy,719,0,0,4,3,4,3,3,5,1,2,1,1,4,1,4,Neutral or Dissatisfied,short distance
102957,Female,18,Returning,Economy,719,0,0,4,3,4,3,3,5,1,5,4,4,5,4,4,Neutral or Dissatisfied,short distance
102960,Male,23,Returning,Economy Plus,719,1,0,3,4,4,3,4,3,4,2,3,3,3,3,3,Neutral or Dissatisfied,short distance
102961,Male,56,Returning,Business,460,2,0,1,1,4,5,1,5,4,5,4,4,5,5,5,Satisfied,short distance
102962,Female,51,Returning,Business,687,0,0,3,3,5,5,3,4,4,4,5,4,4,4,4,Satisfied,short distance
102963,Female,24,Returning,Business,546,0,0,5,4,5,5,5,5,5,2,5,5,5,5,5,Satisfied,short distance
102964,Female,22,First-time,Economy,546,0,0,0,4,3,4,5,4,4,3,4,4,4,4,4,Neutral or Dissatisfied,short distance
102965,Male,23,Returning,Business,3414,1,0,2,2,3,5,2,5,5,5,5,5,5,5,5,Satisfied,long distance
102966,Female,38,First-time,Business,546,4,3,1,1,1,1,3,3,4,2,4,4,2,4,3,Neutral or Dissatisfied,short distance
102967,Male,50,Returning,Business,2644,9,0,5,5,3,4,5,2,3,2,3,2,2,2,2,Neutral or Dissatisfied,long distance
102968,Male,27,First-time,Business,546,0,7,1,1,2,1,3,1,5,2,5,5,3,5,4,Neutral or Dissatisfied,short distance
102970,Female,40,Returning,Business,3951,5,0,5,5,5,4,5,5,4,5,3,5,5,5,5,Satisfied,long distance
102971,Female,38,Returning,Business,328,0,0,4,2,2,4,2,4,4,2,5,1,4,4,4,Neutral or Dissatisfied,short distance
102972,Female,12,Returning,Business,460,9,1,5,3,4,3,1,3,5,2,2,2,5,2,4,Neutral or Dissatisfied,short distance
102974,Male,39,Returning,Business,666,0,0,1,2,4,2,2,3,3,2,2,4,3,3,3,Neutral or Dissatisfied,short distance
102975,Male,53,Returning,Business,490,0,0,4,4,4,5,4,5,4,5,3,3,5,5,5,Satisfied,short distance
102976,Female,54,Returning,Business,490,0,0,5,5,5,5,5,5,5,4,3,2,5,5,5,Satisfied,short distance
102977,Female,44,Returning,Business,460,0,0,2,2,4,4,2,5,4,5,3,3,5,5,5,Satisfied,short distance
102980,Female,41,Returning,Business,2597,0,0,2,1,4,4,2,4,4,4,5,2,4,4,4,Satisfied,long distance
102982,Female,46,Returning,Business,3538,0,0,5,2,3,4,5,5,5,4,4,5,5,5,5,Satisfied,long distance
102983,Male,49,Returning,Business,460,0,0,1,3,3,5,1,5,5,4,4,5,5,5,5,Satisfied,short distance
102984,Female,44,Returning,Business,460,0,0,2,2,3,4,2,5,4,5,3,5,5,5,5,Satisfied,short distance
102985,Female,25,First-time,Business,546,0,0,0,3,5,3,2,5,5,5,4,4,5,4,4,Neutral or Dissatisfied,short distance
102986,Female,39,First-time,Business,328,0,0,3,3,3,3,1,3,2,3,2,2,5,2,4,Neutral or Dissatisfied,short distance
102988,Female,45,Returning,Business,666,0,0,4,4,5,4,4,2,5,2,5,2,2,2,2,Satisfied,short distance
102989,Female,19,Returning,Business,3000,2,0,4,4,5,5,4,5,5,5,5,5,5,5,5,Satisfied,long distance
102990,Female,53,Returning,Business,786,0,0,3,3,3,5,3,4,4,4,3,4,4,4,4,Satisfied,short distance
102991,Female,44,Returning,Business,2862,0,0,2,2,3,4,2,5,5,5,3,5,5,5,5,Satisfied,long distance
102993,Male,33,First-time,Economy,666,5,1,2,2,2,2,4,2,2,3,2,2,3,2,4,Neutral or Dissatisfied,short distance
102994,Male,50,Returning,Business,460,0,0,1,3,5,4,1,4,4,4,3,3,4,4,4,Satisfied,short distance
103001,Male,49,Returning,Business,546,2,0,1,1,5,4,1,4,5,4,3,5,4,4,4,Satisfied,short distance
103004,Male,43,Returning,Economy,687,0,0,5,5,3,4,5,4,4,1,4,4,4,4,3,Neutral or Dissatisfied,short distance
103005,Female,59,Returning,Business,2368,8,0,5,5,3,4,5,5,4,5,5,5,5,5,5,Satisfied,long distance
103007,Male,59,Returning,Business,1675,1,0,5,5,4,5,5,4,5,5,5,4,4,4,4,Satisfied,moderate distance
103008,Male,20,First-time,Economy,546,0,0,0,3,3,3,2,5,3,3,3,3,4,3,4,Neutral or Dissatisfied,short distance
103009,Male,45,Returning,Business,546,7,0,4,4,3,4,4,2,4,2,4,3,2,2,2,Satisfied,short distance
103011,Male,25,First-time,Business,546,1,0,2,4,5,4,3,5,2,4,2,2,5,2,5,Satisfied,short distance
103013,Male,24,First-time,Economy,687,0,0,1,1,4,1,4,3,2,3,5,5,4,5,3,Neutral or Dissatisfied,short distance
103015,Female,59,Returning,Economy,546,0,0,5,5,4,4,5,1,3,1,4,5,1,1,1,Neutral or Dissatisfied,short distance
103018,Female,46,Returning,Business,460,5,0,2,2,3,1,2,3,2,3,2,2,3,3,3,Neutral or Dissatisfied,short distance
103019,Female,17,First-time,Business,490,0,0,0,4,4,4,5,3,4,3,4,4,4,4,5,Satisfied,short distance
103023,Male,54,Returning,Business,460,9,0,5,2,3,4,5,4,5,4,5,5,4,4,4,Satisfied,short distance
103028,Female,48,Returning,Business,2339,0,0,5,5,4,4,5,2,4,2,3,1,2,2,2,Neutral or Dissatisfied,long distance
103029,Female,50,First-time,Economy,546,0,0,0,1,3,1,4,2,3,1,3,3,3,3,3,Neutral or Dissatisfied,short distance
103031,Female,32,Returning,Business,3846,4,0,5,5,4,5,5,4,5,3,5,5,4,5,4,Satisfied,long distance
103032,Female,37,First-time,Business,460,0,0,2,2,5,2,3,3,2,3,2,2,4,2,4,Neutral or Dissatisfied,short distance
103033,Male,32,Returning,Business,3390,0,0,1,1,4,1,1,1,1,2,1,1,3,1,4,Neutral or Dissatisfied,long distance
103034,Male,74,First-time,Economy,460,2,2,2,4,4,4,2,1,3,4,3,3,3,3,3,Neutral or Dissatisfied,short distance
103035,Male,36,Returning,Business,2253,10,0,5,5,3,3,5,2,3,2,2,2,2,2,2,Neutral or Dissatisfied,long distance
103036,Male,30,First-time,Economy,546,0,0,2,1,3,1,4,4,1,4,1,1,3,1,4,Neutral or Dissatisfied,short distance
103038,Female,49,Returning,Business,460,0,0,2,2,1,4,2,2,4,2,2,2,2,2,2,Neutral or Dissatisfied,short distance
103039,Male,8,First-time,Economy,546,6,8,1,2,4,2,2,4,1,3,1,1,3,1,2,Neutral or Dissatisfied,short distance
103040,Male,32,First-time,Economy,786,0,0,3,3,1,3,3,3,4,3,2,2,3,2,4,Neutral or Dissatisfied,short distance
103041,Female,17,Returning,Economy,460,0,0,3,3,3,3,3,2,2,4,3,3,3,3,3,Neutral or Dissatisfied,short distance
103045,Male,23,First-time,Economy,546,0,0,4,3,4,3,3,3,2,1,2,2,3,2,4,Neutral or Dissatisfied,short distance
103047,Female,38,Returning,Business,2373,0,0,2,2,2,4,2,4,3,4,2,4,4,4,4,Neutral or Dissatisfied,long distance
103048,Male,8,First-time,Economy,490,0,0,4,4,4,4,3,4,5,1,5,5,3,5,3,Neutral or Dissatisfied,short distance
103049,Female,40,First-time,Business,328,0,0,1,1,5,1,2,3,1,2,1,1,4,1,5,Neutral or Dissatisfied,short distance
103050,Female,23,Returning,Business,2309,0,0,3,3,1,3,3,1,2,3,2,2,4,2,4,Neutral or Dissatisfied,long distance
103054,Male,30,Returning,Business,546,0,0,4,4,3,4,4,1,4,5,4,4,4,4,3,Neutral or Dissatisfied,short distance
103062,Female,30,First-time,Economy,687,0,0,3,3,4,3,3,1,2,4,3,3,5,3,1,Neutral or Dissatisfied,short distance
103063,Male,68,Returning,Economy,266,0,0,2,2,5,5,2,4,5,5,5,5,3,5,3,Satisfied,short distance
103066,Male,25,First-time,Business,287,0,0,1,2,2,2,4,1,1,4,1,1,3,1,4,Neutral or Dissatisfied,short distance
103067,Female,35,Returning,Economy,460,0,0,2,2,2,5,2,4,5,2,5,5,5,5,1,Satisfied,short distance
103068,Male,23,First-time,Economy,460,9,0,1,1,2,1,3,4,4,4,2,2,4,2,3,Neutral or Dissatisfied,short distance
103069,Male,43,Returning,Economy,146,10,9,2,2,1,4,2,2,4,4,4,4,3,4,3,Satisfied,short distance
103072,Female,45,Returning,Economy,146,1,4,3,3,1,4,3,2,4,2,1,4,2,2,2,Neutral or Dissatisfied,short distance
103073,Female,21,First-time,Business,266,1,0,4,4,4,4,3,1,3,1,3,3,3,3,3,Neutral or Dissatisfied,short distance
103074,Female,19,Returning,Economy,460,7,0,5,3,3,3,3,2,2,2,4,4,5,4,3,Satisfied,short distance
103075,Male,61,Returning,Economy,460,0,0,5,3,5,3,3,5,3,3,3,3,5,3,5,Neutral or Dissatisfied,short distance
103077,Male,37,Returning,Economy,460,0,0,4,2,3,2,3,2,1,3,1,1,3,1,1,Neutral or Dissatisfied,short distance
103080,Male,24,Returning,Economy,546,0,2,5,3,4,3,1,3,5,3,5,5,3,5,5,Neutral or Dissatisfied,short distance
103082,Female,15,Returning,Economy,546,0,0,1,4,4,4,2,1,2,5,2,2,3,2,3,Neutral or Dissatisfied,short distance
103083,Female,41,Returning,Economy,546,0,0,3,3,5,3,4,4,4,5,4,4,4,4,2,Neutral or Dissatisfied,short distance
103084,Male,45,Returning,Economy,460,6,0,4,3,3,3,5,3,5,3,5,5,4,5,5,Neutral or Dissatisfied,short distance
103085,Female,48,Returning,Economy,460,5,0,4,4,2,4,4,4,4,4,4,2,4,4,4,Satisfied,short distance
103087,Female,40,Returning,Economy,460,0,0,5,4,3,4,1,1,5,4,4,4,3,4,5,Neutral or Dissatisfied,short distance
103088,Female,9,Returning,Economy,687,0,0,5,2,4,2,3,4,5,5,5,5,5,5,4,Neutral or Dissatisfied,short distance
103089,Male,17,Returning,Economy,460,0,0,4,0,5,0,1,4,4,2,4,4,4,4,3,Satisfied,short distance
103090,Female,68,Returning,Economy,460,0,0,3,5,4,5,3,1,1,5,2,4,1,1,1,Neutral or Dissatisfied,short distance
103091,Male,56,Returning,Economy,666,0,0,4,3,4,3,4,5,3,4,3,3,5,3,4,Neutral or Dissatisfied,short distance
103092,Female,55,Returning,Economy,687,0,0,4,1,3,4,5,4,4,1,3,2,4,4,4,Neutral or Dissatisfied,short distance
103094,Female,7,Returning,Economy,687,0,0,5,4,5,4,1,3,5,5,5,5,5,5,4,Satisfied,short distance
103095,Male,46,Returning,Economy,687,0,0,4,3,5,3,2,3,3,4,3,3,5,3,4,Neutral or Dissatisfied,short distance
103097,Female,26,Returning,Economy,786,0,0,4,2,4,2,2,5,1,3,1,1,5,1,4,Neutral or Dissatisfied,short distance
103099,Female,22,Returning,Economy,687,5,0,5,2,3,2,2,3,2,2,2,2,5,2,4,Neutral or Dissatisfied,short distance
103100,Female,46,Returning,Economy,786,0,0,5,2,4,5,5,1,4,2,3,3,1,1,1,Neutral or Dissatisfied,short distance
103102,Male,10,Returning,Economy,328,0,0,1,3,4,3,3,4,2,2,2,2,3,2,4,Neutral or Dissatisfied,short distance
103105,Female,69,Returning,Economy,687,10,2,5,2,3,5,2,5,5,2,5,5,5,5,5,Neutral or Dissatisfied,short distance
103106,Female,17,Returning,Economy,460,9,0,2,4,4,4,4,3,2,2,2,2,3,2,4,Satisfied,short distance
103107,Male,25,Returning,Economy,546,0,0,3,5,4,5,4,1,3,3,5,5,5,5,2,Neutral or Dissatisfied,short distance
103109,Male,38,Returning,Economy,786,1,0,5,5,4,5,1,3,4,3,4,4,4,4,4,Satisfied,short distance
103110,Female,26,Returning,Economy,460,0,0,5,3,5,3,1,2,2,4,2,2,3,2,3,Neutral or Dissatisfied,short distance
103111,Male,30,Returning,Economy,666,0,0,3,5,4,5,4,1,4,4,4,4,5,4,1,Neutral or Dissatisfied,short distance
103112,Female,44,Returning,Economy,328,0,0,5,1,2,2,3,2,5,1,1,2,2,2,2,Neutral or Dissatisfied,short distance
103113,Female,39,Returning,Economy,460,0,3,3,3,3,3,4,4,2,2,2,2,3,2,3,Neutral or Dissatisfied,short distance
103114,Male,11,Returning,Economy,460,0,0,3,3,5,3,1,2,1,4,1,1,4,1,4,Neutral or Dissatisfied,short distance
103115,Female,65,Returning,Economy,546,8,7,3,3,3,4,3,2,3,3,2,2,2,2,2,Neutral or Dissatisfied,short distance
