ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,Recommended,ServiceRating,ValueRating
112776,Male,61,Returning,Economy,588,0,0,5,3,5,3,3,5,3,4,3,3,5,3,5,Neutral or Dissatisfied,short distance,3,2,no,4,2
112777,Female,36,Returning,Economy,590,0,0,5,4,5,4,2,5,5,5,5,5,5,5,5,Neutral or Dissatisfied,short distance,3,3,yes,4,3
112778,Male,17,Returning,Economy,590,0,0,4,3,5,3,1,4,4,4,4,4,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,3,2
112780,Female,59,Returning,Economy,588,0,0,4,3,3,5,2,5,5,3,5,3,5,5,5,Neutral or Dissatisfied,short distance,3,2,no,2,1
112781,Female,41,Returning,Economy,590,0,6,5,3,5,3,5,3,4,2,4,4,2,4,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
112782,Female,46,Returning,Economy,590,0,0,5,4,3,5,5,4,5,4,5,2,4,4,3,Neutral or Dissatisfied,short distance,1,1,no,2,2
112783,Male,57,Returning,Economy,590,0,0,5,4,4,4,2,4,3,5,3,3,4,3,5,Neutral or Dissatisfied,short distance,4,5,yes,5,5
112787,Female,44,Returning,Business,1129,0,0,4,4,3,4,4,5,5,5,5,4,5,5,5,Satisfied,moderate distance,0,3,yes,5,4
112789,Female,44,Returning,Business,2219,0,0,5,5,3,4,5,5,5,4,5,4,5,5,5,Satisfied,long distance,1,1,no,2,2
112790,Male,53,Returning,Business,715,5,8,1,2,3,5,1,4,5,4,3,4,4,4,4,Satisfied,short distance,0,1,no,1,1
112792,Female,49,Returning,Business,3248,0,0,4,5,3,4,4,5,4,5,4,4,5,5,5,Satisfied,long distance,1,2,no,2,2
112796,Male,44,First-time,Business,1476,0,0,1,1,5,1,4,3,5,2,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,0,0,yes,4,5
112797,Male,20,First-time,Business,1313,0,0,0,5,3,5,5,5,1,5,1,1,5,1,4,Satisfied,moderate distance,1,1,no,2,1
112798,Female,43,Returning,Business,3719,6,0,4,4,4,4,4,3,5,3,5,5,3,3,3,Satisfied,long distance,1,3,yes,4,4
112810,Male,17,Returning,Business,1390,7,0,2,2,5,4,2,5,4,5,4,4,5,4,5,Satisfied,moderate distance,1,3,no,3,3
112811,Female,39,Returning,Economy,1211,0,0,2,2,4,3,2,1,3,4,3,3,4,3,4,Neutral or Dissatisfied,moderate distance,0,3,yes,5,5
112813,Male,30,First-time,Business,715,0,0,3,3,4,3,5,5,5,2,5,5,5,5,5,Neutral or Dissatisfied,short distance,1,4,yes,3,4
112814,Male,24,First-time,Economy,1476,1,0,3,3,5,3,3,5,2,2,2,2,5,2,4,Neutral or Dissatisfied,moderate distance,1,1,no,2,2
112815,Male,50,Returning,Business,3628,4,8,4,2,5,5,4,4,4,4,3,4,4,4,4,Satisfied,long distance,1,3,no,4,2
112816,Female,30,Returning,Business,1390,0,0,2,2,3,4,2,2,4,4,4,4,4,4,3,Neutral or Dissatisfied,moderate distance,4,5,yes,5,5
112817,Female,46,First-time,Business,1211,9,0,3,3,3,3,3,4,3,5,3,3,4,3,5,Neutral or Dissatisfied,moderate distance,0,0,yes,0,4
112818,Female,39,Returning,Business,1390,9,0,2,2,3,5,2,3,4,4,4,5,3,3,3,Satisfied,moderate distance,0,1,no,2,1
112819,Female,44,First-time,Business,1164,10,0,4,4,5,4,5,3,3,2,3,3,5,3,5,Neutral or Dissatisfied,moderate distance,0,1,no,1,1
112820,Female,38,Returning,Business,1357,1,0,5,5,5,5,5,5,4,5,3,2,5,5,5,Satisfied,moderate distance,1,1,no,1,1
112823,Female,38,First-time,Business,715,0,0,2,2,4,2,5,5,2,5,2,2,4,2,4,Neutral or Dissatisfied,short distance,0,0,yes,0,4
112824,Female,56,Returning,Business,1313,0,0,2,2,5,4,2,3,5,3,5,3,3,3,3,Satisfied,moderate distance,0,0,yes,0,4
112825,Female,27,First-time,Business,1390,8,0,4,4,3,4,1,3,2,5,2,2,4,2,4,Satisfied,moderate distance,0,0,yes,0,4
112826,Male,45,First-time,Business,1129,2,0,4,4,4,4,1,5,3,4,4,4,5,4,5,Satisfied,moderate distance,0,0,yes,0,4
112827,Male,34,Returning,Business,2369,0,0,1,1,3,5,1,4,5,4,3,5,4,4,4,Satisfied,long distance,0,0,yes,0,4
112828,Female,54,Returning,Business,3970,0,0,5,5,4,4,5,4,5,4,5,3,4,4,4,Satisfied,long distance,0,0,yes,0,4
112829,Female,26,Returning,Business,1164,0,0,2,1,5,5,2,4,5,3,5,5,5,5,4,Satisfied,moderate distance,0,0,no,0,0
112830,Female,29,Returning,Business,3121,0,0,5,5,2,1,5,3,1,5,1,1,3,1,4,Neutral or Dissatisfied,long distance,1,1,no,1,1
112831,Female,59,Returning,Business,1476,8,0,5,5,4,5,5,5,5,5,5,4,5,5,5,Satisfied,moderate distance,1,1,no,2,1
112833,Male,18,First-time,Business,1390,6,0,0,4,5,4,2,3,3,3,3,3,4,3,5,Satisfied,moderate distance,0,0,no,0,0
112834,Female,41,Returning,Business,1476,0,0,3,3,3,4,3,5,5,5,3,2,5,5,5,Satisfied,moderate distance,0,0,no,0,0
112836,Male,55,Returning,Business,1390,5,0,4,5,3,5,4,2,5,2,5,3,2,2,2,Satisfied,moderate distance,0,0,no,0,0
112837,Male,40,Returning,Business,3388,1,0,2,2,4,5,2,3,4,4,3,4,3,3,3,Satisfied,long distance,0,0,no,0,0
112838,Male,26,First-time,Business,1476,4,0,1,1,5,1,5,5,1,3,1,1,4,1,4,Neutral or Dissatisfied,moderate distance,0,0,no,3,1
112839,Male,42,Returning,Business,1390,0,0,2,2,3,5,2,4,5,4,5,5,4,4,4,Satisfied,moderate distance,0,1,yes,4,4
112845,Female,58,Returning,Business,3206,9,0,4,4,4,4,4,2,5,2,4,5,2,2,2,Satisfied,long distance,0,0,no,0,0
112846,Male,23,First-time,Business,1357,0,0,0,4,5,4,5,3,4,3,4,4,4,4,5,Satisfied,moderate distance,0,0,no,0,0
112849,Male,36,First-time,Business,1476,0,0,3,3,4,3,1,5,2,5,2,2,4,2,5,Neutral or Dissatisfied,moderate distance,0,5,yes,4,4
112850,Female,48,Returning,Business,1390,0,0,5,2,5,4,2,5,4,5,4,5,5,5,5,Satisfied,moderate distance,0,2,no,1,3
112851,Male,46,Returning,Business,1164,0,0,3,3,3,5,3,4,4,4,4,4,4,4,4,Satisfied,moderate distance,1,1,no,1,2
112856,Female,21,Returning,Business,1390,9,0,3,3,5,5,3,5,5,2,5,5,5,5,4,Satisfied,moderate distance,0,0,no,0,0
112857,Male,52,Returning,Business,2934,0,0,2,2,4,4,2,5,5,5,5,5,5,5,5,Satisfied,long distance,0,0,no,0,0
112858,Female,40,Returning,Business,1642,0,0,4,4,5,4,4,4,4,4,4,2,4,4,4,Satisfied,moderate distance,0,0,no,0,0
112859,Male,49,Returning,Business,1523,0,0,4,4,5,5,4,5,4,5,3,3,5,5,5,Satisfied,moderate distance,0,0,no,0,0
112860,Male,23,Returning,Business,1720,0,0,1,1,5,4,1,5,5,3,5,5,5,5,4,Satisfied,moderate distance,3,5,yes,4,3
112861,Male,25,First-time,Economy,1313,0,0,1,1,3,1,1,4,5,4,5,5,5,5,4,Neutral or Dissatisfied,moderate distance,0,1,no,1,1
112863,Male,52,Returning,Business,1242,5,0,1,1,5,5,1,5,4,5,5,3,5,5,5,Satisfied,moderate distance,0,1,no,2,2
112866,Male,31,Returning,Business,1497,0,0,4,4,5,4,4,5,4,2,4,4,4,4,5,Satisfied,moderate distance,1,1,no,1,1
112867,Male,62,Returning,Business,715,10,3,4,4,3,5,4,4,5,4,3,3,4,4,4,Satisfied,short distance,1,1,no,1,1
112868,Male,22,Returning,Business,2734,0,0,3,5,3,4,3,4,4,2,4,4,4,4,5,Satisfied,long distance,0,1,no,1,2
112869,Male,55,Returning,Business,1357,0,0,3,3,5,4,3,4,5,4,3,4,4,4,4,Satisfied,moderate distance,3,4,yes,4,5
112870,Male,48,Returning,Business,715,0,0,3,3,5,5,3,5,4,5,3,2,5,5,5,Satisfied,short distance,1,3,no,3,2
112872,Female,39,Returning,Business,1357,1,0,3,1,4,5,3,2,5,2,5,4,2,2,2,Satisfied,moderate distance,3,4,yes,4,4
112873,Female,33,Returning,Business,1476,1,0,4,3,5,5,3,4,5,4,5,2,4,4,4,Satisfied,moderate distance,0,3,yes,4,5
112874,Female,30,Returning,Business,1164,0,0,2,2,3,5,2,3,5,4,5,5,5,5,5,Satisfied,moderate distance,0,3,yes,5,5
112875,Male,52,Returning,Business,2627,3,0,4,4,3,4,4,5,5,5,3,3,5,5,5,Satisfied,long distance,1,1,no,1,3
112876,Female,45,Returning,Business,1390,1,0,3,4,4,5,3,5,4,5,3,4,5,5,5,Satisfied,moderate distance,0,2,no,4,3
112878,Female,40,Returning,Economy,1357,3,0,0,0,4,0,4,1,1,1,1,1,3,1,4,Neutral or Dissatisfied,moderate distance,0,4,yes,4,5
112879,Female,56,Returning,Business,1390,2,0,4,4,5,5,4,5,5,5,4,5,5,5,5,Satisfied,moderate distance,0,4,no,3,2
112880,Male,54,Returning,Business,1164,0,0,5,4,3,4,5,4,5,4,5,4,4,4,4,Satisfied,moderate distance,1,1,no,2,4
112881,Male,50,First-time,Business,1476,0,0,2,2,5,3,4,3,4,2,4,4,5,4,5,Neutral or Dissatisfied,moderate distance,1,1,no,1,3
112882,Female,54,Returning,Business,1476,0,0,5,1,4,4,1,5,5,5,3,4,5,5,5,Satisfied,moderate distance,2,3,yes,4,3
112883,Female,48,Returning,Business,1476,0,0,3,3,4,5,3,4,4,4,4,4,4,4,4,Satisfied,moderate distance,0,3,yes,4,4
112887,Male,35,Returning,Business,1642,0,0,1,1,1,2,1,3,3,3,3,2,3,3,3,Neutral or Dissatisfied,moderate distance,0,0,yes,0,4
112889,Male,44,Returning,Economy,1313,0,0,2,2,2,2,2,2,2,4,2,2,3,2,2,Neutral or Dissatisfied,moderate distance,0,0,no,0,1
112893,Male,21,First-time,Economy,1390,0,0,1,1,2,1,3,4,4,2,2,2,3,2,3,Neutral or Dissatisfied,moderate distance,0,0,yes,0,4
112894,Male,22,First-time,Business,1129,8,0,3,3,3,3,3,3,5,4,5,5,4,5,4,Neutral or Dissatisfied,moderate distance,0,0,yes,0,4
112900,Male,22,First-time,Business,1313,0,0,0,4,3,4,5,4,1,2,1,1,5,1,5,Satisfied,moderate distance,0,0,no,0,0
112901,Female,25,First-time,Business,1476,0,0,4,2,5,2,2,5,4,3,4,4,5,4,5,Neutral or Dissatisfied,moderate distance,0,0,no,0,0
112902,Female,57,Returning,Business,1390,0,0,2,2,3,5,2,4,4,4,4,3,4,4,4,Satisfied,moderate distance,0,0,no,0,0
112903,Male,53,Returning,Economy,1313,1,0,1,2,4,3,1,2,3,4,3,3,3,3,4,Neutral or Dissatisfied,moderate distance,0,0,no,0,0
112907,Female,41,Returning,Business,2193,0,0,2,2,1,3,2,2,4,2,4,3,2,2,2,Neutral or Dissatisfied,long distance,0,0,no,0,0
112910,Female,38,Returning,Business,2398,3,4,4,4,3,4,4,3,3,4,5,4,3,3,3,Satisfied,long distance,0,0,no,0,0
112911,Male,31,Returning,Business,1390,0,0,1,1,1,4,1,5,4,3,4,4,2,4,3,Satisfied,moderate distance,0,0,no,0,0
112913,Male,55,Returning,Economy,729,0,0,3,3,4,4,3,2,4,1,4,4,3,4,4,Neutral or Dissatisfied,short distance,0,3,yes,5,5
112914,Male,38,Returning,Economy,990,0,0,5,5,2,5,5,5,5,3,5,5,3,5,3,Satisfied,moderate distance,0,4,yes,5,4
112917,Male,17,First-time,Business,1164,0,4,0,5,1,5,1,5,4,4,5,5,4,5,3,Satisfied,moderate distance,0,0,no,0,1
112918,Female,24,Returning,Business,3415,0,5,3,2,1,3,3,3,3,2,3,3,4,3,3,Neutral or Dissatisfied,long distance,0,0,no,1,1
112919,Male,23,First-time,Economy,764,1,0,0,0,1,0,1,1,5,5,5,5,4,5,2,Satisfied,short distance,1,2,no,1,1
112920,Female,24,First-time,Economy,1357,0,0,4,4,5,4,2,5,1,3,1,1,1,1,1,Neutral or Dissatisfied,moderate distance,1,2,no,2,1
112921,Female,16,First-time,Economy,1313,0,0,3,3,1,3,5,4,2,1,2,2,2,2,5,Neutral or Dissatisfied,moderate distance,2,3,no,2,2
112922,Female,11,Returning,Economy,1390,0,0,4,1,1,1,2,4,4,4,4,4,5,4,3,Neutral or Dissatisfied,moderate distance,0,0,no,3,1
112923,Female,49,Returning,Economy,1211,1,0,2,2,1,1,3,2,3,2,3,2,2,2,2,Neutral or Dissatisfied,moderate distance,1,0,no,1,1
112924,Male,8,Returning,Economy,1129,4,2,5,0,3,0,3,3,2,2,2,2,4,2,4,Satisfied,moderate distance,0,0,no,0,1
112925,Female,42,Returning,Economy,1357,0,0,1,1,2,3,4,5,4,1,4,1,5,5,5,Neutral or Dissatisfied,moderate distance,1,1,no,4,1
112926,Female,56,Returning,Economy,715,0,0,4,3,4,3,1,1,1,3,4,2,1,1,1,Neutral or Dissatisfied,short distance,5,5,yes,5,5
112927,Female,67,Returning,Economy,1164,0,0,4,2,2,4,3,4,5,2,5,4,4,4,3,Neutral or Dissatisfied,moderate distance,1,4,yes,5,3
112928,Female,52,Returning,Economy,1390,0,0,4,1,5,4,1,3,2,1,1,2,3,3,3,Neutral or Dissatisfied,moderate distance,3,1,no,1,1
112933,Male,28,Returning,Economy,1129,3,4,5,4,3,4,4,5,4,5,4,4,4,4,4,Neutral or Dissatisfied,moderate distance,0,1,no,1,1
112935,Male,41,Returning,Economy,1476,4,0,4,1,3,1,4,3,2,3,2,2,1,2,3,Neutral or Dissatisfied,moderate distance,1,1,no,1,2
112936,Male,64,Returning,Economy,1390,4,0,4,2,4,2,5,4,3,5,3,3,4,3,3,Neutral or Dissatisfied,moderate distance,1,1,no,3,1
112937,Female,70,Returning,Economy,1164,1,0,5,3,4,3,1,4,5,3,3,4,4,4,2,Neutral or Dissatisfied,moderate distance,1,1,no,3,1
112940,Female,40,Returning,Economy,1313,10,0,5,2,4,2,2,5,2,5,2,2,5,2,4,Neutral or Dissatisfied,moderate distance,0,0,no,1,1
112942,Female,22,Returning,Economy,1390,0,0,4,2,3,2,2,4,1,2,1,1,5,1,1,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112945,Male,21,Returning,Economy,1164,0,0,4,2,2,2,2,5,5,2,5,5,2,5,4,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112946,Female,43,Returning,Economy,1211,0,0,1,0,1,3,2,3,2,0,2,5,3,3,4,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112947,Male,22,Returning,Economy,1164,0,0,5,4,5,4,3,3,4,3,4,4,5,4,4,Neutral or Dissatisfied,moderate distance,0,0,no,0,2
112949,Male,29,Returning,Economy,1390,0,0,4,3,4,3,2,3,1,3,1,1,5,1,5,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112951,Female,20,Returning,Economy,1497,0,0,4,4,3,4,1,1,1,2,3,3,4,3,5,Satisfied,moderate distance,0,0,no,1,3
112952,Male,12,Returning,Economy,1313,6,0,2,3,1,3,3,2,5,3,5,5,2,5,3,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112953,Female,11,Returning,Economy,1497,4,0,5,3,3,3,3,4,2,2,2,2,5,2,4,Neutral or Dissatisfied,moderate distance,0,0,no,2,3
112955,Male,11,Returning,Economy,1476,6,10,4,2,3,2,3,3,3,3,3,3,5,3,3,Neutral or Dissatisfied,moderate distance,0,0,no,1,1
112956,Female,65,Returning,Economy,1390,0,0,3,3,2,4,3,1,4,3,4,3,1,1,1,Neutral or Dissatisfied,moderate distance,0,3,yes,4,5
112957,Male,11,Returning,Economy,715,8,0,5,4,5,4,3,5,2,3,2,2,5,2,5,Satisfied,short distance,0,0,no,1,1
112958,Male,24,Returning,Economy,715,4,0,4,2,3,2,4,4,5,2,5,5,5,5,5,Neutral or Dissatisfied,short distance,0,2,no,3,2
112962,Male,28,Returning,Economy,1313,0,0,5,3,5,3,4,5,4,4,4,4,5,4,5,Neutral or Dissatisfied,moderate distance,0,0,no,0,1
112963,Female,55,Returning,Economy,1164,0,0,5,2,5,4,2,1,4,2,4,5,1,1,1,Neutral or Dissatisfied,moderate distance,2,2,no,2,3
112964,Female,28,Returning,Economy,1476,0,0,5,4,4,4,1,4,5,3,5,5,3,5,2,Neutral or Dissatisfied,moderate distance,0,1,no,1,1
112965,Female,45,Returning,Economy,1164,0,0,4,2,4,4,2,4,5,2,3,4,4,4,5,Neutral or Dissatisfied,moderate distance,0,0,no,2,1
112967,Female,26,First-time,Business,1164,0,0,3,3,4,3,2,5,2,5,2,2,4,2,5,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112969,Female,45,Returning,Business,3137,9,0,4,4,4,5,4,5,5,5,3,2,5,5,5,Satisfied,long distance,0,0,no,2,2
112970,Female,43,Returning,Business,1390,0,0,1,1,4,5,1,5,5,5,4,4,5,5,5,Satisfied,moderate distance,0,2,no,2,3
112974,Male,27,First-time,Economy Plus,715,7,0,2,2,3,2,4,1,3,1,3,3,4,3,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
112975,Female,46,Returning,Business,1715,0,0,1,1,4,5,1,3,4,3,4,4,3,3,3,Satisfied,moderate distance,0,0,no,1,1
112976,Female,79,Returning,Economy Plus,913,0,0,4,4,1,3,4,4,5,4,2,1,4,4,4,Satisfied,moderate distance,1,2,no,3,3
112978,Female,49,Returning,Economy Plus,1129,0,0,5,3,4,4,3,2,5,3,3,3,2,2,2,Neutral or Dissatisfied,moderate distance,5,4,yes,5,5
112979,Female,41,Returning,Economy Plus,1242,0,0,5,2,4,3,2,5,4,2,4,2,5,5,3,Neutral or Dissatisfied,moderate distance,3,3,yes,4,4
112980,Male,8,Returning,Economy Plus,1642,0,0,5,5,4,5,1,5,4,3,4,4,4,4,3,Satisfied,moderate distance,1,1,no,2,1
112981,Male,36,Returning,Economy Plus,1476,3,0,5,4,5,4,2,5,4,3,4,4,4,4,3,Neutral or Dissatisfied,moderate distance,1,0,no,1,2
112982,Female,53,Returning,Economy Plus,1642,6,0,5,1,3,3,1,4,5,1,5,4,4,4,5,Neutral or Dissatisfied,moderate distance,1,1,no,1,1
112983,Female,40,Returning,Economy Plus,1129,0,1,5,3,3,3,4,3,2,2,2,2,4,2,3,Neutral or Dissatisfied,moderate distance,1,1,no,1,2
112984,Female,51,Returning,Business,1797,1,0,1,3,3,3,1,4,4,4,4,2,4,4,4,Satisfied,long distance,0,2,no,4,2
112986,Female,22,Returning,Business,1797,0,0,5,5,2,4,5,3,4,2,4,4,4,4,4,Neutral or Dissatisfied,long distance,1,1,no,2,3
112987,Female,22,Returning,Business,1751,0,0,4,4,3,4,4,3,4,4,4,4,5,4,4,Satisfied,long distance,1,1,no,1,1
112988,Female,41,Returning,Business,1797,0,0,4,4,4,5,4,5,5,5,5,3,5,5,5,Satisfied,long distance,1,1,no,1,1
112989,Female,48,Returning,Business,1797,1,0,5,5,3,5,5,5,4,5,5,4,5,5,5,Satisfied,long distance,1,1,no,2,2
112991,Female,59,Returning,Business,1797,8,0,3,3,4,4,3,5,5,4,4,5,5,5,5,Satisfied,long distance,0,0,no,1,1
112994,Male,43,Returning,Business,1797,2,0,1,1,4,5,1,4,5,4,3,3,4,4,4,Satisfied,long distance,0,0,no,2,1
112995,Male,52,Returning,Business,1797,0,0,2,2,1,2,2,1,4,1,1,4,1,1,1,Neutral or Dissatisfied,long distance,0,0,yes,3,5
112996,Female,28,First-time,Business,1797,0,0,4,4,3,4,3,4,3,4,3,3,5,3,3,Neutral or Dissatisfied,long distance,0,5,yes,5,5
113000,Female,54,Returning,Business,1797,0,0,1,1,4,5,1,5,5,5,3,4,5,5,5,Satisfied,long distance,0,0,no,1,1
113001,Male,52,Returning,Economy,1797,7,7,3,3,4,4,3,3,4,5,4,4,4,4,4,Neutral or Dissatisfied,long distance,0,1,no,1,2
113002,Male,26,First-time,Economy,1797,0,0,4,4,1,4,3,2,1,5,5,5,4,5,2,Neutral or Dissatisfied,long distance,1,1,no,1,1
113005,Male,26,Returning,Economy,1751,9,0,4,2,1,2,3,3,2,4,2,2,3,2,5,Neutral or Dissatisfied,long distance,1,1,no,3,1
113007,Female,16,Returning,Economy,1797,2,0,3,2,3,2,3,2,3,2,3,3,1,3,4,Neutral or Dissatisfied,long distance,0,0,yes,5,5
113008,Male,64,Returning,Economy,1751,4,5,4,1,2,1,3,2,1,5,1,1,4,1,3,Neutral or Dissatisfied,long distance,3,3,no,3,2
113009,Male,10,Returning,Economy,1797,3,5,4,3,3,3,1,2,5,3,5,5,4,5,4,Neutral or Dissatisfied,long distance,3,3,no,3,1
113010,Male,11,Returning,Economy,1751,0,0,2,5,1,5,3,2,2,4,2,2,3,2,3,Satisfied,long distance,2,1,no,3,1
113011,Female,25,Returning,Economy,1751,0,0,5,2,4,2,2,1,4,1,4,4,3,4,3,Neutral or Dissatisfied,long distance,0,2,no,1,1
113012,Female,34,Returning,Business,1797,5,6,1,5,5,5,1,4,5,4,4,3,4,4,4,Satisfied,long distance,0,0,no,1,1
113013,Female,35,First-time,Business,1751,10,0,3,3,4,3,4,3,2,2,2,2,4,2,3,Neutral or Dissatisfied,long distance,0,1,no,1,1
113014,Male,42,Returning,Business,1797,10,0,2,2,5,4,2,5,5,5,3,4,5,5,5,Satisfied,long distance,0,1,no,1,1
113015,Male,29,Returning,Economy Plus,1751,8,10,4,4,3,2,4,4,2,4,2,2,4,2,2,Neutral or Dissatisfied,long distance,0,0,no,2,3
113017,Female,31,Returning,Economy Plus,1751,9,7,1,2,1,2,3,3,2,3,2,2,3,2,4,Neutral or Dissatisfied,long distance,3,3,yes,5,5
113020,Female,40,Returning,Business,2279,0,1,3,3,2,3,3,1,3,1,2,3,1,1,1,Neutral or Dissatisfied,long distance,1,1,no,3,3
113021,Male,25,First-time,Business,569,1,0,4,3,3,3,3,5,2,3,2,2,5,2,4,Neutral or Dissatisfied,short distance,0,4,yes,5,5
113022,Male,23,First-time,Business,169,1,0,2,1,1,1,3,1,2,2,2,2,4,2,4,Neutral or Dissatisfied,short distance,1,1,no,1,2
113023,Female,11,Returning,Business,543,7,0,5,2,4,2,1,4,1,3,1,1,5,1,5,Neutral or Dissatisfied,short distance,1,1,no,1,1
113033,Female,41,Returning,Business,569,0,0,5,5,3,5,5,5,5,5,5,2,5,5,5,Satisfied,short distance,1,1,no,1,1
113034,Female,46,Returning,Business,2829,0,0,4,4,5,5,4,4,4,4,4,3,4,4,4,Satisfied,long distance,1,1,no,1,1
113035,Male,26,First-time,Business,479,1,3,0,0,5,0,4,5,2,3,4,4,4,4,4,Satisfied,short distance,2,1,no,1,1
113036,Female,46,Returning,Business,543,10,0,1,1,5,4,1,4,4,4,4,3,4,4,4,Satisfied,short distance,3,4,yes,5,5
113038,Male,42,Returning,Business,3125,2,0,5,5,3,4,5,5,5,5,3,2,5,5,5,Satisfied,long distance,1,1,no,4,1
113041,Female,52,Returning,Business,2722,0,0,5,5,3,4,5,2,4,2,4,5,2,2,2,Satisfied,long distance,1,1,no,1,1
113044,Male,23,Returning,Business,479,0,0,5,5,3,4,5,3,5,5,5,5,4,5,5,Satisfied,short distance,0,4,yes,5,4
113045,Female,25,Returning,Business,3806,2,0,3,4,4,4,3,5,4,3,4,4,4,4,5,Satisfied,long distance,0,0,no,4,2
113046,Male,27,Returning,Business,2076,0,1,3,3,4,4,3,3,4,4,4,4,5,4,4,Satisfied,long distance,0,0,yes,5,5
113047,Male,24,Returning,Economy,479,0,0,3,3,4,4,3,2,2,2,4,4,1,4,1,Neutral or Dissatisfied,short distance,0,5,yes,5,5
113049,Male,23,First-time,Business,543,0,1,5,4,4,4,3,5,3,2,3,3,4,3,5,Satisfied,short distance,1,1,no,1,1
113051,Male,54,Returning,Business,2349,0,0,5,5,5,5,5,5,5,5,3,4,5,5,5,Satisfied,long distance,0,2,no,3,3
113052,Male,49,Returning,Business,569,0,0,2,2,3,5,2,4,4,4,4,2,4,4,4,Satisfied,short distance,5,5,yes,5,5
113054,Male,44,Returning,Business,2084,2,0,4,4,4,4,4,5,5,5,5,4,5,5,5,Satisfied,long distance,0,0,yes,4,5
113055,Male,24,First-time,Economy,569,0,0,0,4,4,4,1,5,5,5,5,5,5,5,4,Satisfied,short distance,0,0,no,1,1
113057,Male,59,Returning,Business,1722,0,0,3,3,3,5,3,5,4,5,3,3,5,5,5,Satisfied,moderate distance,1,1,no,3,2
113058,Female,28,First-time,Economy,569,0,0,1,2,2,2,2,2,5,5,5,5,2,5,3,Neutral or Dissatisfied,short distance,1,2,no,3,2
113059,Male,50,First-time,Business,569,0,0,5,5,5,5,3,5,2,2,2,2,4,2,5,Satisfied,short distance,0,1,no,2,1
113060,Male,31,Returning,Business,2978,5,0,2,2,5,5,2,4,5,3,5,5,4,5,5,Satisfied,long distance,0,1,no,2,1
113061,Male,39,Returning,Business,1961,0,0,1,1,5,5,1,4,4,4,5,5,4,4,4,Satisfied,long distance,1,1,no,1,1
113063,Male,12,First-time,Economy,479,3,0,4,2,3,2,4,4,3,3,3,3,3,3,3,Neutral or Dissatisfied,short distance,0,0,yes,4,5
113064,Female,39,Returning,Business,2083,0,0,2,2,5,4,2,4,4,4,4,5,4,4,4,Satisfied,long distance,0,0,no,0,5
113066,Female,35,Returning,Business,2521,0,0,4,4,4,4,4,1,4,1,4,5,1,1,1,Neutral or Dissatisfied,long distance,0,0,no,0,1
113067,Male,46,Returning,Business,3299,0,0,5,5,4,4,5,2,5,2,3,4,2,2,2,Satisfied,long distance,1,1,no,4,1
113068,Female,62,Returning,Economy,543,0,0,0,0,4,2,2,4,3,1,1,3,4,4,4,Neutral or Dissatisfied,short distance,2,1,no,1,1
113071,Male,8,First-time,Economy,543,0,0,4,4,3,4,4,4,3,2,3,3,4,3,4,Neutral or Dissatisfied,short distance,1,1,no,1,4
113072,Male,27,First-time,Business,543,0,0,4,4,3,4,1,5,1,5,1,1,5,1,4,Neutral or Dissatisfied,short distance,1,0,no,3,1
113073,Female,44,Returning,Business,2935,0,0,5,3,5,4,5,5,5,5,4,4,5,5,5,Satisfied,long distance,1,1,no,1,4
113074,Male,44,Returning,Business,2858,0,4,1,2,3,4,2,4,5,4,4,4,4,4,4,Satisfied,long distance,0,0,no,2,5
113076,Female,45,Returning,Business,2863,8,0,1,1,3,5,1,4,4,4,4,4,4,4,4,Satisfied,long distance,0,4,yes,5,4
113078,Male,62,Returning,Economy,569,0,0,0,0,1,1,3,4,4,5,4,4,3,4,3,Neutral or Dissatisfied,short distance,1,1,no,1,1
113082,Female,24,First-time,Economy,543,0,0,2,2,3,2,3,2,2,2,5,5,3,5,3,Neutral or Dissatisfied,short distance,2,5,yes,5,5
113083,Female,50,Returning,Economy,479,0,0,3,3,3,3,3,1,2,1,3,1,1,1,1,Neutral or Dissatisfied,short distance,1,1,no,1,1
113085,Female,50,Returning,Economy,479,7,9,2,2,1,3,2,3,2,3,1,4,3,3,3,Neutral or Dissatisfied,short distance,1,1,no,1,1
113086,Female,46,Returning,Business,3019,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,Neutral or Dissatisfied,long distance,0,0,no,1,1
113088,Male,25,Returning,Business,3093,6,0,3,3,2,1,3,3,1,5,1,1,4,1,3,Neutral or Dissatisfied,long distance,0,1,no,2,1
