EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,SeatComfortRating,ServiceRating,ValueRating,WifiRating,ID
0,0,1,1,no,0,0,1,0,54342
4,4,5,9,yes,4,5,5,0,54343
0,2,1,3,no,1,3,2,0,54344
1,1,1,1,no,1,1,1,1,54345
2,1,1,1,no,1,1,2,0,54346
1,1,1,1,no,1,1,1,1,54347
0,0,2,6,yes,1,2,3,0,54348
3,3,0,9,yes,4,5,4,0,54349
4,4,0,8,yes,4,4,4,0,54350
4,4,0,8,yes,4,4,4,0,54351
4,2,0,3,no,3,3,1,0,54352
4,4,0,9,yes,4,5,4,0,54353
1,1,1,1,no,1,1,2,1,54354
0,0,1,1,no,1,1,1,0,54355
1,1,1,1,no,1,1,1,1,54356
1,1,1,1,no,1,2,1,1,54357
0,0,1,1,no,1,3,1,0,54358
3,3,1,1,no,2,3,1,3,54359
5,4,4,9,yes,3,5,4,0,54360
4,5,5,9,yes,4,5,5,0,54361
4,3,2,7,yes,3,3,4,2,54362
4,2,3,5,yes,5,1,3,2,54363
2,2,1,3,no,4,2,3,2,54364
4,3,3,2,no,1,3,1,0,54365
4,2,3,3,no,4,2,2,2,54366
3,5,0,8,yes,4,5,5,0,54367
5,4,0,10,yes,4,5,5,0,54368
3,5,0,9,yes,4,5,3,0,54369
3,4,0,8,yes,5,5,4,0,54370
4,3,0,8,yes,4,4,4,0,54371
1,3,1,1,no,1,4,1,1,54372
0,0,1,1,no,1,4,1,0,54373
1,1,1,1,no,1,1,1,1,54374
0,0,1,3,no,1,1,1,1,54375
0,0,1,1,no,2,3,1,0,54376
0,3,1,3,no,3,1,3,5,54377
0,0,1,1,no,1,5,1,0,54378
0,0,1,1,no,1,1,1,0,54379
3,4,3,3,no,2,4,2,4,54380
0,2,2,1,no,2,1,1,0,54381
3,0,3,6,yes,3,3,5,0,54382
4,5,0,9,yes,5,5,5,0,54383
4,4,0,9,yes,4,5,5,0,54384
3,3,0,8,yes,5,4,4,0,54385
3,5,0,10,yes,4,5,5,0,54386
4,4,0,8,yes,5,4,4,0,54387
3,4,0,10,yes,4,5,4,0,54388
1,1,1,1,no,1,1,1,1,54389
1,1,1,1,no,3,2,1,1,54390
1,1,1,1,no,1,1,1,1,54391
0,0,1,1,no,1,1,1,0,54392
0,0,0,1,no,0,0,1,0,54393
4,2,4,4,no,4,3,2,0,54394
3,1,1,1,no,1,1,1,4,54395
3,3,1,2,no,2,2,2,0,54396
4,2,3,5,no,4,3,4,3,54397
3,2,1,1,no,2,1,1,0,54398
0,0,1,1,no,2,3,1,0,54399
0,0,3,4,no,1,3,3,0,54400
4,2,2,4,no,3,3,1,0,54401
4,3,0,7,yes,4,5,5,0,54402
5,5,0,10,yes,5,5,5,0,54403
3,4,0,7,yes,4,4,5,0,54404
4,4,0,9,yes,4,4,4,0,54405
1,3,0,6,yes,5,5,5,0,54406
0,0,0,1,no,0,0,1,0,54407
3,3,1,1,no,3,3,1,3,54408
1,1,1,1,no,1,1,1,1,54409
0,0,0,1,no,0,0,1,0,54410
1,1,1,2,no,1,1,1,1,54411
5,1,1,3,no,4,1,2,0,54412
4,2,4,6,yes,3,3,5,0,54413
3,2,1,1,no,3,4,1,0,54414
1,1,1,1,no,2,1,1,1,54415
1,1,1,1,no,1,1,1,0,54416
1,2,1,1,no,2,2,1,1,54417
2,3,4,8,yes,4,4,4,0,54418
0,0,1,1,no,1,0,1,0,54419
4,5,0,9,yes,3,5,4,0,54420
4,4,0,8,yes,4,4,5,0,54421
5,3,0,10,yes,5,4,5,0,54422
4,5,0,9,yes,4,5,3,0,54423
2,5,0,8,yes,4,5,3,0,54424
0,0,1,1,no,1,1,1,0,54425
0,0,1,1,no,1,1,1,0,54426
0,0,1,1,no,1,1,1,0,54427
0,0,1,1,no,1,1,1,0,54428
0,0,1,1,no,1,1,1,0,54429
5,4,1,6,yes,3,4,5,0,54430
5,5,5,10,yes,2,5,5,1,54431
4,4,5,9,yes,5,5,4,0,54432
3,2,5,2,no,3,1,3,2,54433
0,1,1,1,no,1,1,1,0,54434
3,3,1,1,no,3,4,1,0,54435
1,2,3,2,no,2,1,1,0,54436
3,1,2,1,no,1,4,1,0,54437
1,4,3,4,no,1,2,3,0,54438
3,0,0,8,yes,3,4,4,0,54439
2,3,0,8,yes,3,5,3,0,54440
4,4,0,8,yes,4,5,5,0,54441
3,3,0,8,yes,4,4,4,0,54442
4,4,0,8,yes,3,4,5,0,54443
3,3,0,8,yes,4,4,4,0,54444
0,1,1,1,no,1,1,1,0,54445
1,1,1,1,no,1,1,1,1,54446
0,0,1,1,no,1,2,1,0,54447
0,0,1,1,no,1,2,1,0,54448
0,0,1,1,no,1,1,1,0,54449
0,4,3,1,no,4,4,1,0,54450
4,3,1,2,no,3,3,2,2,54451
5,5,5,9,yes,3,5,4,0,54452
0,0,1,2,no,3,4,2,0,54453
3,1,2,3,no,2,3,3,0,54454
3,5,5,9,yes,4,5,4,0,54455
0,0,0,1,no,0,0,1,0,54456
4,4,5,7,yes,4,5,3,3,54457
5,3,4,6,no,4,3,3,0,54458
3,1,1,3,no,4,1,1,0,54459
4,4,0,10,yes,5,5,5,0,54460
4,3,0,,no,4,4,3,0,54461
3,3,0,7,yes,4,3,3,0,54462
4,4,0,5,no,4,2,2,0,54463
5,4,0,8,yes,4,4,5,0,54464
0,0,1,1,no,1,1,1,0,54465
0,0,2,2,no,1,5,2,0,54466
0,0,1,1,no,1,1,1,0,54467
0,0,1,2,no,1,1,1,0,54468
1,1,1,1,no,1,1,1,1,54469
4,3,3,5,no,3,4,2,3,54470
5,2,2,3,no,3,1,2,0,54471
3,2,3,5,no,2,4,3,0,54472
4,2,2,5,no,2,5,3,0,54473
4,5,5,9,yes,5,5,5,0,54474
0,2,2,1,no,2,1,2,0,54475
5,2,3,4,no,3,2,3,1,54476
1,1,1,2,no,1,1,1,1,54477
3,4,1,2,no,2,4,2,0,54478
1,1,2,1,no,3,1,1,1,54479
3,4,0,9,yes,4,4,4,0,54480
4,5,0,9,yes,5,5,5,0,54481
3,4,0,9,yes,4,5,3,0,54482
4,4,0,10,yes,5,4,5,0,54483
5,4,0,9,yes,4,4,5,0,54484
0,2,1,1,no,1,2,1,0,54485
0,0,0,1,no,0,0,1,0,54486
0,0,1,3,no,1,1,1,0,54487
1,0,1,1,no,1,1,1,0,54488
0,0,0,1,no,0,0,1,0,54489
0,0,1,1,no,3,3,1,0,54490
3,1,1,1,no,2,1,1,1,54491
2,2,3,3,no,2,4,3,3,54492
5,5,5,10,yes,5,5,5,0,54493
0,0,0,2,no,0,0,2,0,54494
1,1,1,2,no,1,1,1,1,54495
0,0,1,1,no,2,2,2,0,54496
0,1,3,1,no,1,1,1,0,54497
3,1,1,3,no,2,2,3,2,54498
4,4,5,8,yes,4,5,4,4,54499
0,3,1,1,no,3,4,3,0,54500
3,5,0,9,yes,5,4,4,0,54501
5,4,0,10,yes,5,5,3,0,54502
4,3,0,7,yes,4,4,4,0,54503
3,4,0,8,yes,4,4,5,0,54504
4,3,0,9,yes,4,4,5,0,54505
3,4,0,9,yes,5,5,5,0,54506
0,0,1,1,no,1,2,1,0,54507
0,1,1,1,no,1,1,1,0,54508
1,1,1,1,no,1,1,1,1,54509
0,0,1,1,no,0,0,1,0,54510
0,0,2,1,no,0,0,1,0,54511
4,2,2,3,no,3,2,4,4,54512
0,1,1,1,no,1,1,1,0,54513
3,3,1,2,no,4,1,1,4,54514
5,4,5,10,yes,5,5,4,0,54515
1,1,1,1,no,1,1,1,1,54516
0,1,2,2,no,3,1,1,0,54517
3,4,5,9,yes,4,5,4,0,54518
5,3,2,6,no,4,1,3,1,54519
4,3,4,8,yes,4,4,4,4,54520
0,0,1,1,no,3,3,1,0,54521
5,3,0,9,yes,4,4,4,0,54522
0,5,0,10,yes,5,5,4,0,54523
4,4,0,10,yes,5,5,5,0,54524
5,4,0,10,yes,4,5,5,0,54525
4,3,0,8,yes,4,5,3,0,54526
4,4,0,9,yes,4,5,5,0,54527
0,0,1,1,no,2,2,1,0,54528
0,5,1,1,no,3,5,2,0,54529
1,1,1,1,no,1,1,1,1,54530
0,0,1,1,no,1,1,1,0,54531
3,2,4,7,yes,4,5,4,0,54532
0,0,1,1,no,1,1,1,1,54533
0,1,1,1,no,1,1,1,0,54534
5,1,4,3,no,3,1,1,0,54535
0,0,1,1,no,3,1,1,0,54536
0,0,0,1,no,0,0,1,0,54537
4,3,1,1,no,5,1,1,5,54538
1,3,1,3,no,3,3,3,1,54539
1,5,4,8,yes,4,4,5,1,54540
4,4,0,10,yes,5,5,4,0,54541
3,5,0,10,yes,4,5,5,0,54542
4,5,0,10,yes,5,5,4,0,54543
4,4,0,9,yes,4,4,5,0,54544
4,4,0,9,yes,3,4,5,0,54545
1,1,2,1,no,1,2,1,1,54546
0,0,0,2,no,0,0,1,0,54547
0,0,1,1,no,1,3,1,0,54548
0,1,1,1,no,1,1,2,0,54549
0,1,1,1,no,3,3,1,0,54550
4,4,4,7,yes,4,4,5,0,54551
0,0,1,1,no,1,1,1,0,54552
5,3,5,9,yes,5,5,5,5,54553
5,5,3,9,yes,4,5,5,0,54554
2,2,1,5,no,3,1,2,1,54555
1,0,5,7,yes,4,5,4,1,54556
3,4,4,7,yes,4,3,3,5,54557
0,0,1,3,yes,4,3,3,0,54558
5,4,3,7,yes,3,3,4,0,54559
4,4,5,7,yes,5,4,3,0,54560
2,2,0,6,no,4,3,2,0,54561
4,3,0,8,yes,5,4,5,0,54562
2,4,0,9,yes,4,3,4,0,54563
3,5,0,10,yes,4,5,5,0,54564
5,5,0,10,yes,5,5,5,0,54565
4,5,0,9,yes,4,4,4,0,54566
0,0,1,1,no,1,1,1,0,54567
0,0,1,2,no,4,1,1,0,54568
0,0,1,1,no,1,1,1,0,54569
0,0,1,1,no,1,1,1,0,54570
1,5,1,2,no,1,5,1,0,54571
5,4,4,8,yes,3,2,3,0,54572
4,4,1,5,no,3,4,4,0,54573
5,4,5,10,yes,5,5,5,5,54574
5,5,5,10,yes,4,5,5,0,54575
4,4,5,10,yes,4,5,5,0,54576
3,3,1,1,no,2,3,1,3,54577
1,1,1,1,no,1,1,1,1,54578
4,4,4,8,yes,4,4,4,0,54579
0,0,1,1,no,1,1,1,0,54580
0,0,1,1,no,3,2,3,0,54581
4,2,0,5,yes,4,3,3,0,54582
4,4,0,9,yes,4,4,5,0,54583
4,5,0,8,yes,4,5,5,0,54584
4,5,0,9,yes,5,4,4,0,54585
4,5,0,9,yes,3,5,5,0,54586
0,0,1,1,no,1,2,1,0,54587
0,0,1,1,no,1,1,1,0,54588
4,2,3,1,no,1,4,3,0,54589
0,0,2,1,no,2,2,1,0,54590
0,1,1,1,no,1,1,1,0,54591
3,1,3,3,no,3,1,2,3,54592
3,3,1,2,no,3,5,3,1,54593
5,5,5,10,yes,5,5,5,5,54594
5,4,5,7,yes,4,5,2,0,54595
0,0,1,1,no,0,0,1,0,54596
3,3,1,6,no,4,3,2,0,54597
3,2,1,1,no,3,2,2,1,54598
4,4,4,8,yes,4,4,4,0,54599
4,4,0,9,yes,5,5,4,0,54600
4,4,0,10,yes,5,5,4,0,54601
4,5,0,9,yes,4,5,5,0,54602
4,5,0,8,yes,5,5,5,0,54603
4,4,0,9,yes,4,4,4,0,54604
1,1,1,1,no,1,1,1,1,54605
0,0,1,1,no,1,1,1,0,54606
0,0,1,1,no,1,1,1,0,54607
0,0,1,1,no,1,1,1,0,54608
0,0,1,1,no,3,3,1,0,54609
4,3,3,8,yes,4,4,4,0,54610
5,5,5,10,yes,5,5,5,0,54611
5,5,4,9,yes,5,5,4,0,54612
5,4,4,8,yes,4,4,4,0,54613
0,0,0,10,yes,0,0,5,0,54614
4,3,3,6,yes,3,2,3,3,54615
5,5,3,8,yes,4,5,5,0,54616
4,5,4,8,yes,4,4,4,3,54617
3,1,1,2,no,1,1,1,0,54618
4,5,0,10,yes,5,5,5,0,54619
4,4,0,10,yes,5,5,4,0,54620
0,4,0,9,yes,4,5,5,0,54621
5,5,0,10,yes,4,5,5,0,54622
1,1,1,1,no,1,1,1,1,54623
1,1,1,1,no,1,1,1,1,54624
0,1,1,1,no,3,1,1,0,54625
0,1,1,1,no,1,1,1,0,54626
0,0,1,1,no,2,3,2,0,54627
5,4,5,8,yes,4,4,4,0,54628
4,1,3,3,no,1,2,1,1,54629
4,4,5,9,yes,3,4,4,0,54630
5,4,4,8,yes,5,4,4,0,54631
5,3,5,8,yes,4,4,4,0,54632
0,0,1,1,no,1,1,1,0,54633
0,0,1,1,no,1,1,1,0,54634
3,3,1,1,no,1,3,1,3,54635
4,2,1,1,no,1,2,1,4,54636
3,4,0,9,yes,4,4,5,0,54637
3,5,0,10,yes,4,5,5,0,54638
4,3,0,9,yes,5,5,4,0,54639
5,3,0,10,yes,4,5,5,0,54640
5,5,0,10,yes,4,5,5,0,54641
5,4,0,8,yes,5,3,4,0,54642
0,0,1,1,no,2,0,1,0,54643
1,1,1,1,no,1,1,1,0,54644
1,1,1,1,no,1,1,1,1,54645
1,1,1,1,no,1,1,1,0,54646
0,0,1,1,no,2,0,1,0,54647
3,3,5,7,yes,3,3,4,0,54648
5,5,5,10,yes,5,5,5,0,54649
5,5,5,10,yes,5,5,5,5,54650
5,5,5,10,yes,5,5,5,0,54651
1,1,3,1,no,1,1,3,1,54652
4,4,4,8,yes,4,4,4,0,54653
1,3,4,6,yes,3,4,3,0,54654
0,0,1,1,no,0,0,1,0,54655
0,0,1,5,no,1,2,2,0,54656
0,0,0,1,no,0,0,1,0,54657
2,4,0,8,yes,4,4,5,0,54658
4,5,0,10,yes,4,5,5,0,54659
5,4,0,10,yes,5,5,5,0,54660
4,5,0,7,yes,5,3,4,0,54661
4,5,0,9,yes,5,3,4,0,54662
0,0,1,1,no,1,1,1,0,54663
0,0,1,1,no,0,0,1,0,54664
0,0,1,1,no,0,0,1,0,54665
1,1,1,1,no,1,1,2,1,54666
0,0,1,1,no,1,1,1,0,54667
3,3,1,4,no,3,3,3,0,54668
4,1,4,8,yes,4,5,3,0,54669
3,3,1,1,no,3,3,1,0,54670
4,4,5,9,yes,5,5,4,0,54671
4,2,5,8,yes,3,5,4,0,54672
4,3,1,1,no,2,4,2,0,54673
0,3,1,1,no,2,1,1,0,54674
3,4,4,8,yes,4,4,3,2,54675
4,2,1,2,no,2,3,1,0,54676
4,3,0,9,yes,4,4,4,0,54677
5,4,0,9,yes,5,5,5,0,54678
4,5,0,10,yes,3,5,5,0,54679
5,5,0,10,yes,5,5,5,0,54680
3,4,0,6,yes,4,3,4,0,54681
3,5,0,9,yes,5,5,5,0,54682
1,1,1,1,no,1,1,1,1,54683
1,1,1,1,no,1,1,1,1,54684
1,1,1,1,no,1,1,2,0,54685
1,1,1,1,no,1,1,1,1,54686
1,1,1,1,no,1,1,1,1,54687
3,5,5,8,yes,3,5,4,0,54688
2,3,4,9,yes,5,5,4,0,54689
2,1,2,6,no,1,3,2,0,54690
4,3,5,8,yes,4,4,4,3,54691
4,3,3,7,yes,3,5,4,0,54692
3,3,1,1,no,3,1,1,0,54693
3,4,3,5,yes,2,3,3,0,54694
2,3,3,2,no,1,2,2,1,54695
0,0,2,1,no,1,1,1,0,54696
0,1,1,1,no,1,1,1,0,54697
5,5,0,8,yes,5,5,5,0,54698
3,5,0,10,yes,5,5,5,0,54699
5,4,0,9,yes,4,5,5,0,54700
4,5,0,8,yes,4,4,3,0,54701
5,5,0,10,yes,5,5,5,0,54702
4,4,0,8,yes,4,5,4,0,54703
1,1,1,1,no,1,1,1,1,54704
0,1,1,1,no,1,1,1,0,54705
0,0,1,10,no,4,5,3,5,54706
0,5,5,10,yes,3,5,5,0,54707
1,1,1,1,no,1,1,1,1,54708
1,1,1,2,no,2,2,1,0,54709
4,3,3,8,yes,4,5,4,5,54710
0,0,1,1,no,0,0,1,0,54711
3,1,1,1,no,3,1,1,0,54712
0,0,5,10,yes,5,5,5,0,54713
0,0,3,1,no,1,2,1,0,54714
4,1,1,5,no,3,1,2,3,54715
0,0,1,1,no,1,1,1,0,54716
5,2,1,4,no,3,2,2,0,54717
2,4,0,9,yes,4,5,4,0,54718
5,5,0,10,yes,5,5,5,0,54719
2,4,0,6,yes,4,2,3,0,54720
3,3,0,9,yes,4,5,5,0,54721
5,4,0,9,yes,4,4,5,0,54722
0,0,1,1,no,1,1,1,0,54723
0,0,1,1,no,1,1,1,0,54724
0,0,2,1,no,0,0,1,0,54725
1,1,3,1,no,1,3,1,1,54726
2,0,1,1,no,2,3,1,1,54727
5,5,5,10,yes,5,5,5,5,54728
5,2,2,5,yes,4,2,2,1,54729
4,4,5,10,yes,4,5,5,4,54730
4,4,5,9,yes,4,5,4,0,54731
4,5,5,9,yes,5,5,5,0,54732
0,0,1,3,no,1,4,3,0,54733
3,2,3,2,no,2,1,2,2,54734
0,4,4,9,yes,5,4,4,0,54735
0,0,1,1,no,1,1,1,0,54736
2,1,2,4,no,2,1,2,2,54737
4,5,0,9,yes,5,5,5,0,54738
5,5,0,10,yes,5,5,5,0,54739
3,5,0,9,yes,5,5,5,0,54740
4,5,0,9,yes,5,5,5,0,54741
4,4,0,9,yes,5,5,4,0,54742
0,0,1,2,no,2,4,1,0,54743
0,0,1,1,no,2,0,1,0,54744
0,1,1,1,no,1,1,1,0,54745
1,1,1,1,no,1,1,1,0,54746
0,0,1,1,no,1,1,1,0,54747
4,5,5,9,yes,5,4,5,0,54748
5,5,5,10,yes,4,5,5,5,54749
4,5,5,10,yes,5,5,5,0,54750
4,4,3,2,no,1,3,1,0,54751
4,5,5,10,yes,5,5,5,0,54752
3,5,4,9,yes,5,4,4,4,54753
1,2,1,1,no,1,1,1,0,54754
3,1,2,4,no,4,1,2,0,54755
4,3,4,2,no,3,4,1,2,54756
4,5,0,9,yes,5,5,4,0,54757
0,4,0,8,yes,5,5,4,0,54758
4,4,0,9,yes,4,5,4,0,54759
5,4,0,9,yes,4,5,5,0,54760
5,4,0,9,yes,5,5,4,0,54761
5,4,0,9,yes,5,5,5,0,54762
1,1,1,2,no,1,1,1,1,54763
0,0,1,1,no,1,1,1,0,54764
0,0,1,1,no,1,1,1,0,54765
0,0,1,1,no,1,2,1,0,54766
0,0,1,1,no,1,1,1,0,54767
4,3,1,3,no,3,1,1,2,54768
5,5,5,10,yes,5,5,5,0,54769
3,2,4,3,no,1,3,3,0,54770
5,4,5,9,yes,5,4,4,0,54771
1,0,1,1,no,1,1,1,0,54772
2,1,2,2,no,2,2,2,0,54773
0,1,1,2,no,1,2,1,0,54774
0,3,1,1,no,2,3,1,0,54775
5,4,1,7,yes,4,5,4,0,54776
5,4,0,9,yes,5,5,5,0,54777
4,4,0,8,yes,4,5,5,0,54778
5,5,0,10,yes,5,5,5,0,54779
4,4,0,9,yes,5,5,4,0,54780
4,5,0,9,yes,5,5,4,0,54781
0,4,0,9,yes,5,5,5,0,54782
1,1,1,1,no,1,1,1,1,54783
1,1,1,1,no,1,1,1,1,54784
0,0,1,1,no,1,3,1,0,54785
0,0,0,1,no,0,0,1,0,54786
5,5,5,10,yes,5,5,5,5,54787
3,3,1,2,no,3,3,1,0,54788
0,1,4,4,no,3,3,3,0,54789
4,1,3,5,no,5,2,3,4,54790
4,2,4,6,yes,4,3,4,0,54791
0,0,1,1,no,0,0,1,0,54792
0,0,4,7,yes,3,4,4,0,54793
0,0,3,4,no,4,4,2,0,54794
5,5,5,10,yes,5,5,5,0,54795
4,1,2,2,no,4,1,2,1,54796
4,5,0,9,yes,4,5,5,0,54797
4,4,0,9,yes,4,5,5,0,54798
4,3,0,7,yes,4,4,5,0,54799
5,4,0,9,yes,5,5,5,0,54800
4,4,0,9,yes,4,5,5,0,54801
1,1,1,1,no,1,2,1,0,54802
0,0,1,1,no,1,2,1,0,54803
0,0,1,1,no,2,3,1,0,54804
1,3,1,2,no,3,3,2,0,54805
1,1,1,1,no,1,1,1,1,54806
5,4,4,10,yes,3,4,4,0,54807
2,2,1,1,no,3,1,1,0,54808
5,5,5,10,yes,5,5,5,0,54809
5,5,5,9,yes,5,4,5,5,54810
2,1,4,3,no,1,2,4,0,54811
1,1,1,1,no,1,2,1,1,54812
0,1,2,5,no,3,1,2,0,54813
0,1,3,3,no,2,1,1,0,54814
1,1,1,3,no,4,3,2,2,54815
3,2,1,2,no,2,2,2,2,54816
0,0,1,1,no,1,1,1,0,54817
0,0,1,1,no,1,1,1,0,54818
0,0,0,1,no,0,0,1,0,54819
0,0,1,1,no,0,0,1,0,54820
0,1,1,2,no,1,1,2,1,54821
4,1,2,3,no,2,2,1,0,54822
3,1,1,2,no,3,1,1,0,54823
3,1,3,2,no,2,3,3,0,54824
4,4,4,9,yes,4,4,5,0,54825
0,0,1,1,no,1,1,1,0,54826
1,1,2,1,no,1,1,1,1,54827
3,1,1,1,no,1,1,1,0,54828
5,1,1,1,no,2,1,2,0,54829
0,0,2,1,no,1,1,1,0,54830
1,1,1,1,no,1,1,1,1,54831
0,0,1,1,no,1,5,1,0,54832
0,1,1,1,no,1,1,1,0,54833
0,0,2,2,no,2,3,3,0,54834
5,5,5,10,yes,5,5,5,0,54835
5,5,5,10,yes,5,5,5,0,54836
1,2,1,1,no,4,3,3,0,54837
5,5,5,10,yes,5,5,5,1,54838
0,0,1,2,no,1,2,1,0,54839
0,0,1,1,no,3,1,1,0,54840
3,4,3,8,yes,4,4,4,3,54841
1,1,1,1,no,1,1,1,0,54842
1,1,1,1,no,3,2,2,1,54843
0,0,1,1,no,1,1,1,0,54844
0,2,1,1,no,1,1,2,0,54845
0,0,1,1,no,1,1,1,0,54846
1,1,1,1,no,1,1,1,1,54847
1,1,1,1,no,1,3,2,1,54848
5,5,5,10,yes,5,5,4,5,54849
5,1,5,2,no,3,1,1,0,54850
0,3,4,5,no,2,2,2,0,54851
5,5,5,10,yes,5,5,5,0,54852
3,2,1,1,no,2,1,3,2,54853
4,1,4,2,no,1,2,1,0,54854
0,0,1,1,no,3,1,1,0,54855
5,5,5,10,yes,5,5,5,5,54856
0,0,1,1,no,2,1,2,0,54857
0,0,1,1,no,1,2,1,0,54858
0,0,1,1,no,1,1,1,0,54859
0,0,1,1,no,1,1,1,0,54860
0,1,1,4,no,1,1,2,0,54861
5,4,4,7,yes,5,4,4,4,54862
4,1,3,5,yes,4,2,3,0,54863
3,3,1,3,no,4,5,1,0,54864
5,5,5,10,yes,5,5,5,5,54865
3,3,1,3,no,3,4,3,0,54866
1,1,1,2,no,3,4,3,1,54867
1,2,2,5,yes,2,4,2,0,54868
0,1,1,2,no,3,2,2,0,54869
0,1,1,1,no,1,1,1,0,54870
0,3,5,10,yes,5,5,4,0,54871
1,1,1,1,no,1,1,1,1,54872
1,1,1,1,no,1,1,1,1,54873
0,0,1,1,no,0,0,1,0,54874
1,1,1,1,no,1,1,1,1,54875
1,1,1,1,no,1,1,1,1,54876
5,4,5,9,yes,5,4,5,0,54877
4,4,4,9,yes,4,4,4,0,54878
3,3,1,1,no,3,3,1,1,54879
5,3,4,9,yes,5,3,4,0,54880
4,4,2,7,yes,4,2,4,0,54881
0,0,1,1,no,2,3,1,0,54882
5,2,4,9,yes,4,5,5,3,54883
0,0,1,1,no,1,1,1,0,54884
5,3,5,7,yes,5,3,4,1,54885
1,1,1,1,no,2,1,1,1,54886
0,0,1,1,no,1,3,1,0,54887
0,0,1,1,no,1,1,1,0,54888
0,0,1,1,no,1,1,1,0,54889
0,1,1,1,no,1,1,1,0,54890
5,5,5,9,yes,5,5,5,0,54891
5,5,4,9,yes,5,5,5,0,54892
4,5,5,10,yes,4,5,5,0,54893
5,5,4,9,yes,5,5,5,0,54894
3,3,3,6,no,3,2,3,0,54895
3,2,3,5,no,4,4,3,3,54896
0,0,3,2,no,1,3,1,0,54897
0,2,1,3,no,3,4,3,0,54898
4,4,4,9,yes,5,5,4,4,54899
0,0,1,1,no,1,1,1,0,54900
0,0,0,1,no,0,0,2,0,54901
0,0,1,1,no,1,1,1,0,54902
1,0,1,1,no,1,1,1,1,54903
0,0,1,1,no,1,1,1,0,54904
4,4,5,10,yes,5,5,5,0,54905
5,3,4,4,yes,4,1,3,0,54906
5,5,1,9,yes,4,5,5,0,54907
4,2,1,4,yes,4,3,2,0,54908
5,1,5,7,yes,5,3,3,0,54909
0,0,4,6,yes,3,4,3,0,54910
0,0,4,7,yes,4,4,4,0,54911
5,1,3,4,no,3,2,2,0,54912
3,3,1,4,no,2,4,3,0,54913
0,2,2,5,no,2,3,2,0,54914
0,0,1,1,no,0,0,1,0,54915
0,0,1,1,no,2,0,1,0,54916
1,1,1,1,no,1,1,1,1,54917
0,0,0,2,no,0,0,1,0,54918
0,0,1,1,no,1,2,1,0,54919
4,5,5,10,yes,5,5,5,0,54920
0,3,3,7,yes,4,5,4,0,54921
3,4,4,7,yes,3,4,4,0,54922
4,4,4,9,yes,5,5,4,0,54923
0,2,5,7,yes,5,5,4,0,54924
0,0,5,5,yes,4,5,5,0,54925
0,5,5,9,yes,2,5,5,0,54926
0,0,0,1,no,0,0,3,0,54927
2,2,1,1,no,2,2,1,0,54928
0,4,5,8,yes,4,5,5,0,54929
0,0,1,2,no,2,2,1,0,54930
1,0,1,1,no,1,1,1,1,54931
0,0,2,1,no,2,2,1,0,54932
1,1,1,1,no,1,1,3,1,54933
1,1,1,1,no,1,1,1,1,54934
5,5,5,10,yes,5,5,5,0,54935
5,2,3,6,yes,4,3,3,0,54936
5,4,3,7,yes,4,4,5,0,54937
5,5,5,10,yes,5,5,5,5,54938
4,5,5,9,yes,5,4,5,1,54939
4,4,4,8,yes,5,4,4,4,54940
0,3,3,7,no,3,3,3,0,54941
4,4,4,8,yes,5,5,3,4,54942
3,3,1,1,no,3,3,1,0,54943
0,0,1,1,no,1,1,1,0,54944
0,1,1,1,no,1,2,1,0,54945
1,1,1,1,no,1,1,1,1,54946
0,0,1,1,no,1,2,1,0,54947
5,4,5,8,yes,5,5,5,0,54948
5,5,5,10,yes,5,5,5,5,54949
4,3,1,1,no,3,1,1,1,54950
3,3,3,4,no,3,2,3,0,54951
1,1,1,2,no,2,1,1,1,54952
1,3,3,3,no,1,4,2,0,54953
3,0,5,10,yes,5,4,4,0,54954
5,5,5,7,yes,4,4,4,0,54955
2,1,2,1,no,3,1,2,0,54956
0,0,0,1,no,0,0,1,0,54957
1,1,1,1,no,1,1,1,1,54958
0,0,1,1,no,1,1,1,0,54959
1,1,1,1,no,1,5,1,1,54960
1,1,1,3,no,1,1,1,0,54961
4,4,5,4,no,3,1,5,5,54962
3,1,2,2,no,3,3,2,0,54963
2,2,4,3,no,1,3,2,0,54964
5,5,2,9,yes,5,5,4,0,54965
3,1,4,3,no,2,1,2,2,54966
4,3,2,7,yes,4,4,4,0,54967
5,5,4,8,yes,4,4,4,5,54968
3,2,1,7,yes,4,5,5,0,54969
1,1,1,1,no,1,1,1,1,54970
0,0,1,2,no,2,1,1,0,54971
0,0,3,6,no,2,1,3,0,54972
0,0,1,1,no,1,1,1,0,54973
1,1,1,1,no,1,1,3,1,54974
5,1,5,6,no,3,5,3,1,54975
5,4,5,9,yes,5,5,4,0,54976
2,2,3,5,no,2,3,3,0,54977
3,3,2,8,yes,5,4,4,0,54978
4,4,5,9,yes,5,5,5,0,54979
4,3,1,1,no,3,3,3,0,54980
5,4,4,10,yes,4,4,5,3,54981
4,3,3,8,yes,3,4,3,0,54982
4,0,3,7,yes,3,3,4,0,54983
1,0,2,1,no,2,4,2,1,54984
0,0,1,2,no,1,1,1,0,54985
1,1,1,2,no,3,1,1,1,54986
1,1,1,1,no,1,1,1,1,54987
5,5,5,10,yes,5,5,4,0,54988
4,2,2,1,no,4,1,3,0,54989
4,3,5,8,yes,5,5,5,0,54990
5,4,5,9,yes,5,3,5,0,54991
